source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
FPA,GENE,FLC,GENE,repression,epigenetic,HIGH,FPA autonomous-pathway RBP represses FLC,,,,,,FLC is also negatively regulated by the autonomous pathway,,
FRI,GENE,FLC,GENE,activation,transcriptional,HIGH,FRI forms scaffold complex (FRI-C) with FRL1/FES1/SUF4/FLX to activate FLC via chromatin modifier recruitment,,,,,,FRI mainly acts to up-regulate FLC transcription and thus contributes to the vernalization requirement,,
FRL1,GENE,FLC,GENE,activation,transcriptional,HIGH,FRL1 FRI paralog stabilizes FRI complex,,,,,,FES1 and FRL1 stabilize the complex,,
FT,GENE,AP1,GENE,activation,transcriptional_activation,HIGH,FT-FD complex activates AP1 at the shoot apical meristem,,,,,,FT has the potential to interact with FD leading to activation of SOC1; FT-FD complex formation activates AP1,,
FT,GENE,FD,GENE,activation,protein_protein_interaction,HIGH,FT binds FD via 14-3-3 proteins to form the florigen activation complex,,,,,,FT associates with FD via 14-3-3 growth response factors to activate flowering genes,,
FT,GENE,FDP,GENE,activation,protein_complex,MEDIUM,FT can also interact with FDP paralog of FD in floral meristems,,,,,,"FD mRNA was present at the base of stage 1 and stage 2 floral primordia, and appeared in the floral meristem at stage 3... FDP mRNA was detected at stage 3",,
FT,GENE,FUL,GENE,activation,transcriptional_activation,HIGH,FT-FD complex induces FUL transcription at the SAM,,,,,,"FT induces expression of SOC1, FUL, and AP1 via FD complex",,
FT,GENE,Flowering_Time,PHENOTYPE,activation,signaling,HIGH,FT florigen travels from leaves to shoot apex and forms FT-FD complex to initiate floral transition,,,,,,"CO binds to a proximal CO response element (CORE) in the promoter of FT, and interacts with the NF-Y-FE complex",,
FT,GENE,LFY,GENE,activation,transcriptional_activation,HIGH,FT (via FD) indirectly induces LFY; conditional FT knockdown fails to upregulate LFY,,,,,,FT was recruited to LFY e2 alone; ft mutants: Delayed flower formation; failed LFY upregulation in conditional knockdown,,
FT,GENE,SOC1,GENE,activation,transcriptional_activation,HIGH,FT protein interacts with FD to activate SOC1 at the shoot apex,,,,,,"SOC1 expression is up-regulated under long-day conditions by CONSTANS, in a process that to a large extent depends on the presence of the FT protein",,
FTIP1,GENE,FT,GENE,activation,transport,HIGH,FTIP1 mediates FT export from companion cells to sieve elements via endosomal vesicle trafficking,,,,,,FTIP1-QKY-SYP121 mediate FT export from companion cells to sieve elements through endosomal vesicle-mediated trafficking,,
FUL,GENE,AP1,GENE,activation,transcriptional_activation,MEDIUM,FUL cooperates with SOC1/AGL24 to upregulate floral identity genes,,,,,,"SOC1, AGL24 and FUL proteins physically interact via yeast-two-hybrid",,
FUL,GENE,Flowering_Time,PHENOTYPE,activation,transcriptional,HIGH,FUL is a MADS-box floral integrator promoting flowering,,,,,,"PAC suppressed SOC1, FUL, and MIR172b in WT but not ProSPL9:rSPL9; SPL-FUL cascade promotes flowering.",,
FVE,GENE,FLC,GENE,repression,epigenetic,HIGH,FVE recruits HDA6 to FLC,,,,,,"HOS1 physically interacts with FVE, and FVE is essential for the binding of HOS1 to FLC chromatin",,
FVE,GENE,SVP,GENE,repression,transcriptional,HIGH,FVE represses SVP; SVP expression is elevated in fve mutants,,,,,,SVP functions downstream from FCA and FVE within the thermosensory pathway and mediates temperature signaling,,
FY,GENE,FLC,GENE,repression,post-transcriptional,HIGH,FY (homolog of yeast Pfs2p polyadenylation factor) interacts with FCA via WW domain and promotes proximal polyadenylation of sense and antisense FLC transcripts,,,,,,FY promotes usage of a proximal polyadenylation site of the sense FLC transcript.,,
Far_Red_Light,ENVIRONMENT,PHYA,GENE,activation,signaling,HIGH,Far-red light activates phyA to stabilize CO and generate morning FT peak,,,,,,FR enhances the stability of CO proteins in a phyA-dependent manner,,
GA20ox,GENE,Gibberellin,HORMONE,activation,biosynthesis,HIGH,GA20ox catalyzes the penultimate step in bioactive GA production,,,,,,Overexpression of GA20ox: early flowering and increased stem growth phenotypes,,
GA2ox,GENE,Gibberellin,HORMONE,inhibition,biosynthesis,HIGH,GA2ox catabolizes bioactive GA to inactive forms,,,,,,Overexpression of GA2ox: late flowering and dwarf phenotypes,,
GA3ox,GENE,Gibberellin,HORMONE,activation,biosynthesis,HIGH,GA3ox catalyzes the final step in producing bioactive GA (GA4),,,,,,Transcript levels of GA3ox1 are down-regulated by applied GA (feedback regulation),,
GAF1,GENE,ELF3,GENE,repression,transcriptional_repression,HIGH,GAF1-TPR corepressor complex represses floral repressor ELF3,,,,,,"GAF1 forms a transcriptional repressor complex and promotes FT and SOC1 through the repression of four flowering repressor genes (ELF3, SVP, TEM1, TEM2)",,
GAF1,GENE,SVP,GENE,repression,transcriptional_repression,HIGH,GAF1-TPR corepressor binds SVP promoter to repress transcription,,,,,,GAF1 forms a transcriptional repressor complex and promotes FT and SOC1 through the repression of four flowering repressor genes,,
GI,GENE,CDF1,GENE,repression,post_translational,HIGH,GI forms complex with FKF1 that degrades CDFs in afternoon,,,,,,"CDF repression of CO is released in the afternoon through the action of a blue light induced complex composed of the GIGANTEA (GI) protein and the LOV domain blue-light photoreceptor E3 ubiquitin ligase FLAVIN BINDING, KELCH REPEAT, F-BOX 1 (FKF1)",,
GI,GENE,CO,GENE,activation,post_translational,HIGH,GI activates CO expression via FKF1-mediated degradation of CDF repressors; GI also partners with FKF1 to stabilize afternoon CO protein,,,,,,GI was shown to activate expression of the key floral regulators CONSTANS (CO) and FLOWERING LOCUS T (FT) by facilitating degradation of a family of CYCLING DOF FACTOR (CDF) transcriptional repressors,,
GI,GENE,FKF1,GENE,activation,post_translational,HIGH,GI physically binds FKF1 in a blue-light-dependent manner via FKF1 LOV domain; stabilizes FKF1 nuclear abundance,,,,,,FKF1 and GI proteins form a complex in a blue-light dependent manner,,
GI,GENE,FT,GENE,activation,transcriptional,HIGH,"GI binds FT promoter near SVP binding sites and neutralizes FT repressors SVP, TEM1, TEM2 by blocking their access, independently of CO",,,,,,GI directly regulates FT expression through neutralization of FT repressors by blocking their access to FT promoter regions,,
GI,GENE,PIF4,GENE,inhibition,post_translational,HIGH,GI inhibits PIF4 activity establishing a negative feedback loop in thermomorphogenesis,,,,,,"GI, in turn, inhibits PIF4, establishing a negative feedback loop",,
GI,GENE,ZTL,GENE,activation,protein_stabilization,HIGH,GI acts as co-chaperone with HSP90 to facilitate ZTL maturation; GI/ZTL/HSP90 ternary complexes stabilize ZTL,,,,,,GIGANTEA forms a ternary complex with HSP90 and ZEITLUPE and its co-chaperone action synergistically enhances HSP90/HSP70 maturation of ZEITLUPE in vitro,,
GID1,GENE,DELLA,PROTEIN_COMPLEX,inhibition,protein_degradation,HIGH,GID1-GA-DELLA complex recruits SCF-SLY1 E3 ligase that polyubiquitinates DELLA for 26S proteasome degradation,,,,,,"GA de-represses its signaling pathway by binding to GID1s, which induce degradation of GA signaling repressors (DELLAs) via an ubiquitin-proteasome pathway",,
Gibberellin,HORMONE,AGL24,GENE,activation,hormone_signaling,HIGH,GA dramatically elevates AGL24 transcript levels,,,,,,Gibberellic acid (GA) dramatically elevates AGL24 levels,,
Gibberellin,HORMONE,DELLA,PROTEIN_COMPLEX,inhibition,protein_degradation,HIGH,GA promotes DELLA degradation via 17-aa DELLA motif and SCF(SLY1) ubiquitination,,,,,,"GAs regulate gene expression by promoting the degradation of the transcriptional regulator DELLA proteins; degradation is mediated by 17 amino acids, called the DELLA motif.",,
Gibberellin,HORMONE,Flowering_Time,PHENOTYPE,activation,phenotypic_output,HIGH,GA promotes flowering especially under SD; ga1-3 fails to flower under SD,,,,,,"ga1-3 (GA-deficient): fails to flower under SD [short-day conditions], indicating that GA is required for flower initiation",,
Gibberellin,HORMONE,GID1,GENE,activation,ligand_binding,HIGH,"Bioactive GA binds the GID1 receptor, enabling GID1 to interact with DELLA proteins",,,,,,"GID1s bind to bioactive GAs with high affinity, but not to inactive GA derivatives",,
Gibberellin,HORMONE,LFY,GENE,activation,transcriptional_activation,HIGH,GA4 activates LFY transcription through a GA-responsive element in the LFY promoter (GA-myb binding site),,,,,,GA effect on LFY is mediated through a GA-response site in the LFY promoter with similarities to a GA-myb binding site,,
H2A_Z,GENE,FT,GENE,repression,chromatin,HIGH,H2A.Z-containing nucleosomes at FT TSS block transcription factor access; temperature-induced H2A.Z eviction enables FT activation,,,,,,"H2A.Z is evicted from the TSS-proximal region of FT at warm temperatures, enabling transcription factors such as CONSTANS (CO) and PHYTOCHROME INTERACTING FACTOR 4 (PIF4) to access the FT promoter",,
HDA15,GENE,PIF4,GENE,repression,chromatin,MEDIUM,HDA15 acts as direct repressor of warm-temperature elongation response,,,,,,"HDA15-1 mutants display longer hypocotyl phenotypes, indicating this enzyme directly repressor of Arabidopsis responses to elevated ambient temperature",,
HDA19,GENE,PIF4,GENE,activation,chromatin,MEDIUM,HDA19 histone deacetylase supports thermomorphogenic response,,,,,,hda9 and hda19 mutants show shorter hypocotyl at 27 degC,,
HDA6,GENE,FLC,GENE,repression,epigenetic,HIGH,HDA6 deacetylates H3/H4 at FLC via FVE,,,,,,HOS1 upregulates FLC transcription by antagonizing the actions of FVE and its interacting partner histone deacetylase 6 (HDA6),,
HDA9,GENE,PIF4,GENE,activation,chromatin,MEDIUM,HDA9 histone deacetylase positively regulates thermomorphogenic response; hda9 mutants show shorter hypocotyl at 27C,,,,,,hda9 and hda19 mutants show shorter hypocotyl at 27 degC,,
HOS1,GENE,CO,GENE,inhibition,post_translational,HIGH,HOS1 E3 ubiquitin ligase binds phyB and CO under red light; ubiquitinates CO from morning to afternoon in LD,,,,,,HOS1 is involved in the red light-mediated degradation of CO that takes place in the early stages of the daylight period,,
HOS1,GENE,FLC,GENE,activation,epigenetic,HIGH,HOS1 antagonizes HDA6 in cold via FVE interaction,,,,,,HOS1 upregulates FLC transcription by antagonizing the actions of FVE and its interacting partner histone deacetylase 6 (HDA6),,
HSFA1,GENE,H2A_Z,GENE,repression,chromatin,MEDIUM,"HSFA1 antagonizes H2A.Z deposition at warm temperature, promoting eviction",,,,,,"HSFA1 dynamically facilitating H2A.Z loss, thus antagonizing the function of H2A.Z in response to warm temperature",,
HSP90,GENE,ZTL,GENE,activation,protein_stabilization,HIGH,HSP90 chaperone binds ZTL as a client and increases its stability,,,,,,"ZTL is an HSP90 client, and the ZTL-HSP90 interaction increases ZTL stability",,
HUA2,GENE,FLC,GENE,activation,post-transcriptional,HIGH,HUA2 positively regulates FLC; promotes FLC expression and delayed flowering,,,,,,HUA2 has been found to positively regulate FLC expression in the autonomous pathway.,,
HY5,GENE,GI,GENE,repression,transcriptional,HIGH,HY5 directly binds the GI promoter and represses its expression,,,,,,"Loss of ELF3, phyB, or HY5 resulted in increased GI transcript levels, especially at night",,
KIN10,GENE,FT,GENE,repression,signaling,HIGH,Active SnRK1/KIN10 represses flowering; loss-of-function kin10 rescues tps1 FT expression and flowering,,,,,,Loss-of-function mutations in SnRK1 catalytic and regulatory subunits suppress tps1 developmental defects,,
LD,GENE,FLC,GENE,repression,transcriptional,HIGH,LD is a homeodomain-containing transcriptional repressor of FLC; interacts with FLD and SDG26 in autonomous pathway complex,,,,,,LD is a homeodomain-containing protein that functions as a transcriptional repressor of FLC; SDG26 interacts with the autonomous pathway components LD and FLD and thereby forms a complex that promotes flowering by suppressing FLC expression.,,
LFY,GENE,AP1,GENE,activation,transcriptional_activation,HIGH,LFY directly activates AP1 transcription; onset of AP1 expression is delayed in lfy mutants,,,,,,"In lfy mutants, the onset of AP1 expression is delayed, indicating that LFY is formally a positive regulator of AP1",,
LFY,GENE,CAL,GENE,activation,transcriptional_activation,MEDIUM,LFY cooperates with AP1 paralog CAL to establish floral meristem identity,,,,,,"flower meristem identity genes LEAFY (LFY), APETALA1 (AP1), and CAULIFLOWER (cooperative activity)",,
LFY,GENE,FD,GENE,activation,transcriptional_activation,MEDIUM,Modeling study predicts LFY positively regulates FD,,,,,,Model prediction: LFY is a positive regulator of FD,,
LFY,GENE,Flowering_Time,PHENOTYPE,activation,transcriptional,HIGH,LFY is a floral meristem identity gene promoting flower formation,,,,,,"spl2/9/11/13/15 mutants showed reduced LFY, AP1, FUL, and SOC1 transcripts; LFY required for floral induction.",,
LFY,GENE,TFL1,GENE,activation,transcriptional_activation,MEDIUM,LFY binds cis-regulatory elements ~2.8 kb downstream of TFL1 promoter,,,,,,LFY binds cis-regulatory elements ~2.8 kb downstream of TFL1 promoter (activation),,
LHP1,GENE,FLC,GENE,repression,epigenetic,HIGH,LHP1 binds H3K27me3 and maintains stable FLC repression,,,,,,"In lhp1 mutants, vernalization-mediated repression of FLC is not stable, indicating its essential role in the maintenance",,
LHP1,GENE,VIN3,GENE,repression,epigenetic,HIGH,LHP1 represses VIN3 via chromatin before cold,,,,,,VIN3 is also de-repressed in the absence of LHP1 and components of PRC2 prior to cold exposure,,
LHY,GENE,SVP,GENE,inhibition,post_translational,HIGH,"LHY (with CCA1) reduces SVP protein accumulation, thereby relieving SVP repression of FT",,,,,,LHY and CCA1 accelerate flowering in part by reducing the abundance of SVP and thereby antagonizing its capacity to repress FT expression under LL,,
LHY,GENE,TOC1,GENE,repression,transcriptional,HIGH,LHY binds TOC1 promoter EE and represses transcription in the morning,,,,,,"They repress the transcription of TOC1, ELF4 and LUX",,
LUX,GENE,GI,GENE,repression,transcriptional,HIGH,LUX as Evening Complex component represses GI transcription at night,,,,,,The EC represses...the evening loop genes GIGANTEA (GI) and LUX itself,,
LUX,GENE,PRR9,GENE,repression,transcriptional,HIGH,LUX binds PRR9 promoter at night as part of Evening Complex,,,,,,LUX is a night-time repressor of PRR9,,
Light,ENVIRONMENT,Sucrose,METABOLITE,activation,biosynthesis,HIGH,Photosynthesis in source leaves produces sucrose which is mobilized to sink tissues; photosynthesis-derived sugars (sucrose) function as signals regulating flowering,,,,,,"Photosynthesis in the long-day leaf regulates flowering by up-regulating FT expression, with sucrose mobilized as the primary photosynthate",,
Long_Day,ENVIRONMENT,CO,GENE,activation,signaling,HIGH,LD afternoon coincides with CO mRNA peak (driven by FKF1-GI-mediated CDF degradation) and stabilizes CO protein; SD degrades CO,,,,,,CO protein is stabilized in LD conditions but degraded in SD conditions,,
MAF1,GENE,FT,GENE,repression,transcriptional,MEDIUM,FLM/MAF1 (FLC clade) represses FT; temperature-dependent splicing alters repression,,,,,,FLM rather than FLC is the major repressor that suppresses flowering in short days,,
MAF2,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,MEDIUM,MAF2 is FLC-family MADS-box floral repressor,,,,,,VIN3 is required for the vernalization-mediated repression of all FLC gene family members,,
MAF3,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,MEDIUM,MAF3 is FLC-family MADS-box floral repressor,,,,,,VIN3 is required for the vernalization-mediated repression of all FLC gene family members,,
MAF4,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,MAF4 prevents precocious flowering during short cold,,,,,,MAF4 and MAF5 function to prevent a precocious vernalization response,,
MAF5,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,MAF5 prevents precocious flowering during short cold,,,,,,MAF4 and MAF5 function to prevent a precocious vernalization response,,
NFL,GENE,Gibberellin,HORMONE,activation,biosynthesis_regulation,HIGH,NFL bHLH transcription factor promotes GA biosynthesis/signaling in short days; della mutants are epistatic to nfl,,,,,,NFL acts upstream of GA to promote flowering; exogenous application of GA4 rescues the late-flowering phenotype; DELLA quadruple mutants are epistatic to nfl,,
NF_YC,PROTEIN_COMPLEX,SOC1,GENE,activation,transcriptional_activation,HIGH,"NF-YC transcription factors activate SOC1, antagonizing BRM inhibition",,,,,,NF-YCs activate SOC1 antagonistically opposing BRM inhibition,,
NTL8,GENE,COOLAIR,REGULATORY_RNA,activation,transcriptional,HIGH,NTL8 NAC TF accumulates at low temperature and binds COOLAIR promoter,,,,,,COOLAIR up-regulation is a major causal factor for the FLC down-regulation,,
NTL8,GENE,VIN3,GENE,activation,transcriptional,MEDIUM,NTL8 controls VIN3 induction via slow-growth accumulation,,,,,,accumulates by reduced dilution due to slow growth at low temperature,,
NaKR1,GENE,FT,GENE,activation,transport,HIGH,NaKR1 regulates long-distance FT trafficking through the phloem vascular stream to shoot apex,,,,,,long-distance trafficking of FT from leaves to the shoot apex is regulated by NaKR1,,
PECT1,GENE,Phosphatidylcholine,METABOLITE,inhibition,enzymatic,HIGH,PECT1 controls PC biosynthesis; reduced PECT1 increases PC levels and accelerates flowering,,,,,,Transgenic plants with reduced PECT1 expression showed increased PC levels and transgenic plants were early flowering,,
PEP,GENE,FLC,GENE,activation,post-transcriptional,HIGH,"PEP (PEPPER), a paralogue of FLK, positively regulates FLC expression; PEP overexpression causes high FLC and late flowering",,,,,,PEPPER (PEP) is a paralogue of FLK and positively regulates expression of FLC in Arabidopsis; PEP overexpression resulted in high FLC transcript levels and delayed flowering.,,
PHO2,GENE,FT,GENE,repression,signaling,MEDIUM,PHO2 represses flowering at 23C; pho2 mutants show early flowering,,,,,,miR399b-overexpressing plants and pho2 mutants showed early flowering only at normal temperature (23degC),,
PHO2,GENE,TSF,GENE,repression,transcriptional,MEDIUM,PHO2 represses TSF; pho2 mutants show strong TSF upregulation at 23C,,,,,,TSF expression was increased by 1.67-fold in p35S:miR399b plants and 4.5-fold in pho2 mutants at 23degC,,
PHYA,GENE,CO,GENE,activation,post_translational,HIGH,"phyA stabilizes CO under far-red light, producing morning FT peak",,,,,,FR enhances the stability of CO proteins in a phyA-dependent manner,,
PHYB,GENE,CO,GENE,inhibition,post_translational,HIGH,"phyB physically interacts with HOS1 and CO under red light, facilitating HOS1-mediated CO degradation",,,,,,"phyB physically interacts with HOS1 and CO, indicating that the three proteins may be present in a complex in planta that is required to coordinate a correct photoperiodic response",,
PHYB,GENE,PIF4,GENE,inhibition,post_translational,HIGH,phyB physically interacts with and destabilizes PIF4,,,,,,phyB physically interacts with and destabilizes PIF4,,
PIE1,GENE,H2A_Z,GENE,activation,chromatin,HIGH,PIE1 is the ATPase of SWR1 complex that deposits H2A.Z,,,,,,"SWR1 complex (pie1, arp6, swc6) mutants - Early flowering, temperature-insensitive",,
PIF4,GENE,FT,GENE,activation,transcriptional,HIGH,PIF4 binds Block E region of FT promoter,,,,,,PIF4 binds Block E region,,
PIF4,GENE,GI,GENE,activation,transcriptional,HIGH,PIF4 directly activates GI transcription via PBE box binding in the GI promoter,,,,,,"In pif4-2 mutants, GI transcript levels were decreased...particularly at night, and further reduced in pifQ",,
PIF4,GENE,YUC8,GENE,activation,transcriptional,HIGH,PIF4 directly binds YUC8 promoter to activate auxin biosynthesis at warm temperature,,,,,,PIF4 promotes high temperature-induced hypocotyl elongation by binding to the promoter region of YUC8 to activate YUC8 expression,,
PIF5,GENE,FT,GENE,activation,transcriptional,HIGH,PIF5 together with PIF4 promotes FT induction under warm night conditions via CO-independent mechanism,,,,,,pif4-2 pif5-3 plants had much lower FT expression when grown in WN: peak FT transcript levels reached only 20% of that in WT plants in the same condition,,
PKL,GENE,FLC,GENE,repression,chromatin_modification,MEDIUM,PKL (PICKLE) CHD3-type chromatin remodeler contributes to FLC repression in the autonomous pathway,,,,,,PKL is associated with autonomous pathway FLC repression via chromatin remodeling.,,
PRC2,PROTEIN_COMPLEX,FLC,GENE,repression,epigenetic,HIGH,PRC2 catalyzes H3K27me3 at FLC,,,,,,PRC2 catalyzes tri-methylation of histone H3K27,,
PRR5,GENE,CCA1,GENE,repression,transcriptional,HIGH,PRR5 represses CCA1 transcription in the evening,,,,,,"expression of CCA1 and LHY is...increased in prr9 prr7, prr7 prr5 and prr9 prr7 prr5 mutants",,
PRR5,GENE,CO,GENE,activation,post_translational,MEDIUM,PRR5 directly stabilizes CO protein,,,,,,"PSEUDO RESPONSE REGULATOR (PRR) proteins, including TIMING OF CAB2 EXPRESSION 1 (TOC1), PRR5, PRR7, and PRR9, also directly stabilize CO proteins",,
PRR5,GENE,LHY,GENE,repression,transcriptional,HIGH,PRR5 represses LHY transcription,,,,,,these PRR genes are likely to be negative regulators of CCA1 and LHY,,
PRR7,GENE,CCA1,GENE,repression,transcriptional,HIGH,PRR7 represses CCA1 transcription during midday,,,,,,these PRR genes are likely to be negative regulators of CCA1 and LHY,,
PRR7,GENE,CO,GENE,activation,post_translational,MEDIUM,PRR7 directly stabilizes CO protein,,,,,,"PRR proteins... TOC1, PRR5, PRR7, and PRR9, also directly stabilize CO proteins",,
PRR9,GENE,CCA1,GENE,repression,transcriptional,HIGH,PRR9 represses CCA1 transcription in sequential waves from early daytime,,,,,,these PRR genes are likely to be negative regulators of CCA1 and LHY...repress these genes from early daytime until midnight,,
Phosphatidylcholine,METABOLITE,FT,GENE,activation,protein_binding,HIGH,PC molecular species bind FT protein and accelerate flowering; diurnally oscillating daytime-type PC species bind FT more strongly,,,,,,a clear and specific binding of His-FT to PC was detected,,
QKY,GENE,FT,GENE,activation,transport,HIGH,QKY interacts with FT and SYP121 to mediate FT export from companion cells,,,,,,A yeast two-hybrid assay revealed the interaction of FT with QKY-deltaTM,,
REF6,GENE,FLC,GENE,repression,chromatin_modification,HIGH,REF6 is a JMJC-domain histone demethylase acting on FLC antisense RNA to repress FLC,,,,,,REF6 was found to act primarily on FLC antisense RNA through its JMJC domain (Jumonji C domain).,,
REF6,GENE,PIF4,GENE,activation,chromatin,HIGH,REF6 removes H3K27me3 at thermo-responsive genes and synergizes with PIF4 for activation,,,,,,"REF6 and PIF4 synergistically activate the expression of thermo-responsive genes at warm ambient temperature, thereby participating in the regulation of thermomorphogenesis",,
RVE8,GENE,PRR5,GENE,activation,transcriptional,HIGH,RVE8 directly activates PRR5 transcription,,,,,,RVE8...directly activating the expression of both TOC1 and PRR5,,
RVE8,GENE,TOC1,GENE,activation,transcriptional,HIGH,RVE8 directly activates TOC1 transcription,,,,,,"RVE8 or LHY-CCA1-LIKE 5, is involved in the clock by directly activating the expression of both TOC1 and PRR5",,
Red_Light,ENVIRONMENT,PHYB,GENE,activation,signaling,HIGH,Red light converts phyB to active Pfr form that binds CO and HOS1,,,,,,"phyB physically interacts with HOS1 and CO, indicating that the three proteins may be present in a complex in planta",,
SDG26,GENE,FLC,GENE,repression,chromatin_modification,HIGH,SDG26 interacts with LD and FLD in the autonomous pathway complex (AuPC) to suppress FLC,,,,,,SDG26 interacts with the autonomous pathway components LD and FLD and thereby forms a complex that promotes flowering by suppressing FLC expression.,,
SDG7,GENE,VIN3,GENE,repression,epigenetic,HIGH,SDG7 is upstream negative regulator of VIN3,,,,,,SDG7 is an upstream regulator of VIN3,,
SEP3,GENE,AP1_SEP3,PROTEIN_COMPLEX,activation,complex_formation,MEDIUM,SEP3 co-dimerizes with AP1 forming AP1-SEP3 floral identity complex,,,,,,AP1 upregulates LFY in feed-forward regulatory loop; AP1 partners with SEP3 (MADS complex),,
SLY1,GENE,DELLA,PROTEIN_COMPLEX,inhibition,ubiquitination,HIGH,SLY1 F-box protein recognizes GA-GID1-bound DELLA and triggers its polyubiquitination/degradation,,,,,,"GID1-GA-DELLA complex formation stimulates DELLA recognition by the F-box protein SLY1, leading to DELLA polyubiquitination",,
SMU1,GENE,COOLAIR,REGULATORY_RNA,activation,post_transcriptional,HIGH,SMU1 promotes splicing of repressive COOLAIR isoforms,,,,,,Cold thus changes cotranscriptional splicing/RNA Pol II functionality in an SMU1-dependent mechanism to promote two different isoforms of COOLAIR,,
SMZ,GENE,FT,GENE,repression,transcriptional_repression,HIGH,AP2-like SMZ represses FT expression,,,,,,Overexpression of SMZ or SNZ results in a decrease in FT expression,,
SMZ,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,SMZ is an AP2-like floral repressor,,,,,,toe1 toe2 smz snz quadruple mutant shows early flowering.,,
SNZ,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,SNZ is an AP2-like floral repressor,,,,,,toe1 toe2 smz snz quadruple mutant shows early flowering.,,
SOC1,GENE,AGL24,GENE,activation,transcriptional_activation,HIGH,SOC1 directly promotes AGL24 mRNA expression (positive feedback loop),,,,,,SOC1 can directly promote AGL24 mRNA expression,,
SOC1,GENE,AP1,GENE,activation,transcriptional_activation,HIGH,SOC1 (with AGL24/FUL) upregulates AP1 at the floral meristem,,,,,,SOC1 upregulates LFY and AP1,,
SOC1,GENE,AP2,GENE,repression,transcriptional_repression,HIGH,SOC1 and AP2 mutually repress each other during floral transition,,,,,,AP2:VENUS persists longer in soc1-2 background (until 21 LD vs. 17 LD in wild-type); Reciprocal repression of SOC1 and AP2,,
SOC1,GENE,CBF1,GENE,repression,transcriptional,HIGH,SOC1 binds CArG box in CBF1 promoter,,,,,,SOC1 negatively regulates cold response through direct repression of the transcription of CBFs,,
SOC1,GENE,CBF2,GENE,repression,transcriptional,HIGH,SOC1 binds CArG box in CBF2 promoter,,,,,,SOC1 negatively regulates cold response through direct repression of the transcription of CBFs,,
SOC1,GENE,CBF3,GENE,repression,transcriptional,HIGH,SOC1 binds CArG box in CBF3 promoter,,,,,,ChIP assay confirmed SOC1 binding to all CArG-box regions in CBF promoters,,
SOC1,GENE,FUL,GENE,activation,transcriptional_activation,HIGH,SOC1 activates FUL transcription as part of floral transition program,,,,,,"SOC1 receives input from vernalization, GA, photoperiod, aging pathways; upregulates LFY and AP1 (and FUL)",,
SOC1,GENE,Flowering_Time,PHENOTYPE,activation,signaling,HIGH,SOC1 integrates photoperiod/GA/vernalization signals to activate meristem identity genes,,,,,,SPL9 and SPL15 functionally cooperate with the MADS-box protein SOC1 to activate FRUITFULL (FUL),,
SOC1,GENE,LFY,GENE,activation,transcriptional_activation,HIGH,SOC1 directly binds LFY regulatory sequences (ChIP-seq) to activate transcription,,,,,,peak of SOC1 expression just prior to the floral transition precedes LFY up-regulation explained by direct binding of SOC1 to LFY regulatory sequences,,
SOC1,GENE,SEP3,GENE,activation,transcriptional_activation,HIGH,SOC1 directly activates SEP3 (one of the top ChIP-seq targets),,,,,,ChIP-seq identified SEP3 as one of the most strongly enriched SOC1 targets,,
SOC1,GENE,SOC1,GENE,repression,autoregulation,MEDIUM,"SOC1 binds its own locus strongly, indicating autoregulatory negative feedback",,,,,,strongest binding of SOC1 to its own locus indicative of strong feedback regulation of SOC1 by its own gene product,,
SOC1,GENE,SVP,GENE,repression,transcriptional_repression,HIGH,SOC1 directly binds SVP regulatory regions to repress it during flowering,,,,,,SOC1 binds directly to SVP to contribute to its repression during flowering,,
SPA1,GENE,CO,GENE,inhibition,post_translational,HIGH,SPA1 partners with COP1 in E3 ligase complex that ubiquitinates CO,,,,,,"Blue-light photoreceptors, cry1 and cry2, stabilize CO in a light-dependent manner by attenuating COP1-SUPPRESSOR OF PHYA-105 1 (SPA1)",,
SPL10,GENE,AGL79,GENE,activation,transcriptional,HIGH,SPL10 directly binds core SPL binding sequences in AGL79 promoter,,,,,,"SPL10 was found to bind to the core consensus SPL binding sequences in AGL79 gene; strong binding capacity of SPL10 to regions I, II and III was detected by ChIP-qPCR.",,
SPL15,GENE,FUL,GENE,activation,transcriptional,HIGH,"SPL15 activates FUL, especially in short days",,,,,,"spl2/9/11/13/15 mutants showed reduced LFY, AP1, FUL, and SOC1 transcripts by about 50%.",,
SPL15,GENE,Flowering_Time,PHENOTYPE,activation,transcriptional,HIGH,SPL15 activates miR172 and SOC1/FUL/AP1 at SAM particularly in short days to promote flowering,,,,,,"SPL2, SPL9, SPL10, SPL11, SPL13, and SPL15 all promote floral induction.",,
SPL15,GENE,SOC1,GENE,activation,transcriptional,HIGH,SPL15 activates SOC1,,,,,,"SPLs activate SOC1 at SAM; PAC suppressed SOC1, FUL, and MIR172b in WT but not ProSPL9:rSPL9.",,
