source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
NlpI,GENE,Lycopene_Titer,PHENOTYPE,inhibition,outer_membrane_integrity,MEDIUM,NlpI (lipoprotein-mediated cell-division regulator) deletion destabilises OM; contributes to extracellular lycopene.,,,,,,"deletion of the lpp, nlpI, mlaE, and tolA genes...59.34-fold improvement in extracellular lycopene production",,
MlaE,GENE,Lycopene_Titer,PHENOTYPE,inhibition,outer_membrane_integrity,MEDIUM,MlaE (phospholipid retrograde transport component) deletion disrupts OM lipid asymmetry and promotes product efflux.,,,,,,"deletion of the lpp, nlpI, mlaE, and tolA genes...59.34-fold improvement in extracellular lycopene production",,
TolA,GENE,Lycopene_Titer,PHENOTYPE,inhibition,outer_membrane_integrity,MEDIUM,TolA (part of Tol-Pal system for OM-IM contact) deletion destabilises outer membrane.,,,,,,"deletion of the lpp, nlpI, mlaE, and tolA genes...59.34-fold improvement in extracellular lycopene production",,
EutD,GENE,Acetyl_CoA,METABOLITE,inhibition,competing_sink,LOW,EutD (phosphotransacetylase-like in ethanolamine utilization) consumes acetyl-CoA; deletion preserves acetyl-CoA pool.,,,,,,"Deletion of gdhA, eutD; overexpression of tpiA, ompE, and ompN...174% increase in lycopene titer",,
TpiA,GENE,G3P,METABOLITE,activation,enzymatic,LOW,TpiA (triose phosphate isomerase) interconverts DHAP and G3P; OE may increase G3P pool depending on flux direction.,,,,,,"Deletion of gdhA, eutD; overexpression of tpiA, ompE, and ompN...174% increase in lycopene titer",,
Idi,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,MEDIUM,Shortcut direct edge: Idi OE broadly increases lycopene via IPP-DMAPP pool equilibration feeding downstream cascade. Included for BUILDER option.,,,,,,expressed the foreign MEP pathway genes dxs and idi simultaneously...an increase of 16.5 times in lycopene yield,,
Dxs,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,MEDIUM,"Shortcut direct edge: Dxs OE is the most studied single-gene intervention, giving 3.5x lycopene.",,,,,,overexpression of dxs in E. coli carotenoid production was enhanced 3.5-fold,,
NADPH,METABOLITE,Dxr,GENE,activation,cofactor_supply,HIGH,Dxr requires NADPH for the reductoisomerisation of DXP to MEP; low NADPH lowers effective Dxr activity.,,,,,,IPP and DMAPP...need NADPH and ATP...modulated to increase NADPH and ATP,,
NADPH,METABOLITE,HMGR,GENE,activation,cofactor_supply,HIGH,HMGR requires 2 NADPH for the reduction of HMG-CoA to mevalonate.,,,,,,MVA pathway needs 2 NADPH for the production of mevalonate,,
NADPH,METABOLITE,CrtI,GENE,activation,cofactor_supply,MEDIUM,CrtI is FAD-dependent; each desaturation requires reduction equivalents (FADH2 regenerated from NADPH).,,,,,,IPP and DMAPP...need NADPH and ATP,,
ATP,METABOLITE,MVK,GENE,activation,cofactor_supply,HIGH,"MVK, PMK, and MVD all consume ATP (3 ATP per IPP from mevalonate).",,,,,,IPP and DMAPP...need NADPH and ATP,,
ATP,METABOLITE,IspE,GENE,activation,cofactor_supply,HIGH,IspE uses ATP for CDP-ME phosphorylation.,,,,,,IPP and DMAPP...need NADPH and ATP,,
CRP,GENE,Pgi,GENE,activation,transcriptional,LOW,CRP (cAMP-CRP complex) regulates hundreds of carbon metabolism genes including glycolytic enzymes.,,,,,,global regulator cAMP receptor protein (CRP)...transcriptional engineering...subtle adjustments,,
Cra,GENE,Pps,GENE,activation,transcriptional,MEDIUM,"Cra (FruR, Catabolite Repressor Activator) activates gluconeogenic genes including ppsA and pckA. Cra is active when intracellular F1,6BP is low.",,,,,,"designed a controller that monitors the overflow of acetyl phosphate in the glycolytic pathway by an Ntr regulation system controlled by the glnAp2 promoter, with the system activating the expression of pathway genes (pps and idi)",,
NRI,GENE,Pps,GENE,activation,transcriptional,MEDIUM,"NRI (GlnG, engineered Ntr regulon) activates glnAp2 promoter, which in the Farmer & Liao 2000 system drives pps and idi in response to metabolic state (high acetyl-P).",,,,,,recruited and altered the Ntr regulon (a global regulatory system in Escherichia coli) to control the engineered lycopene biosynthesis pathway,,
NRI,GENE,Idi,GENE,activation,transcriptional,MEDIUM,Same Ntr-glnAp2 engineered circuit induces idi.,,,,,,activating the expression of pathway genes (pps and idi) upon high acetyl phosphate levels,,
Acetyl_P,METABOLITE,NRI,GENE,activation,signal_transduction,MEDIUM,Acetyl phosphate (glycolytic overflow indicator) activates the Ntr two-component system via NRII (GlnL) phosphorylating NRI.,,,,,,"NRI...capable of sensing the level of acetyl phosphate (ACP), an indicator of glucose flux",,
Glucose,ENVIRONMENT,Acetyl_P,METABOLITE,activation,metabolic,MEDIUM,High glucose flux overfills glycolysis and generates acetyl-phosphate as an overflow signal.,,,,,,"ACP, an indicator of glucose flux",,
AlphaKGDH,GENE,NADPH,METABOLITE,activation,cofactor_supply,MEDIUM,"Alpha-ketoglutarate dehydrogenase (sucA/B+lpd) supplies NADH; engineered variants shift to NADPH, which supports MEP and crt reductions.",,,,,,alpha-ketoglutarate dehydrogenase...modulated to increase NADPH and ATP,,
TalB,GENE,G3P,METABOLITE,activation,enzymatic,MEDIUM,"Transaldolase B (talB) transfers C3 between F6P and E4P, regenerating G3P. OE raises G3P pool and lycopene titer.",,,,,,transaldolase B...modulated to increase NADPH and ATP...significant increase in the lycopene yield...50.6 mg/g DCW,,
YjiD,GENE,Lycopene_Titer,PHENOTYPE,inhibition,knockout_target,MEDIUM,YjiD is an uncharacterised hypothetical protein; identified by Alper 2005 transposon screen. Deletion contributes to improved lycopene in combinatorial knockout strains.,,,,,,"transposon mutagenesis...resulted in a four-fold increase in lycopene yield following the deletion of gdhA, aceE, and yjiD",,
YcgW,GENE,Lycopene_Titer,PHENOTYPE,activation,engineered_target,LOW,YcgW is an uncharacterised protein; OE in combination with KO targets gives 3.7x lycopene.,,,,,,multi-dimensional search...3.7-fold increase in lycopene production...deletion of gdhA/aceE/fdhF and the overexpression of yjiD/ycgW,,
YtjC,GENE,Lycopene_Titer,PHENOTYPE,inhibition,knockout_target,LOW,"YtjC (GpmB, phosphoglycerate mutase 2) was identified as a lycopene-enhancing KO by Alper et al. 2005.",,,,,,the study identified two distinct gene sets affecting lycopene synthesis through different mechanisms: one increasing precursor availability and another affecting kinetic or regulatory mechanisms...a global maximum strain exhibiting an 8.5-fold product increase,,
YjfP,GENE,Lycopene_Titer,PHENOTYPE,inhibition,knockout_target,LOW,YjfP is an esterase identified by Alper 2005 transposon screen; deletion contributes to lycopene improvement.,,,,,,two distinct gene sets affecting lycopene synthesis through different mechanisms,,
YjgA,GENE,Lycopene_Titer,PHENOTYPE,inhibition,knockout_target,LOW,YjgA (ribosome-associated) KO contributes to lycopene improvement in the Alper 2005 combinatorial set.,,,,,,a global maximum strain exhibiting an 8.5-fold product increase,,
Mevalonate,METABOLITE,IPP,METABOLITE,activation,metabolic_pool,HIGH,Mevalonate is phosphorylated (MVK) then phosphorylated again (PMK) then decarboxylated (MVD) to IPP.,,,,,,MVA is converted to mevalonate-5-phosphate (MVAP) catalyzed by mevalonate kinase (MK)...two reactions successively catalyzed by MVAP kinase (PMK) and MVAPP decarboxylase (MDD),,
MVK,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,MEDIUM,Shortcut edge; MVK directed-evolution mutants give improved lycopene.,,,,,,Mevalonate kinase (MK) is one of the rate-limiting enzymes in the lycopene synthetic pathway,,
Pgi,GENE,Pyruvate,METABOLITE,activation,enzymatic,MEDIUM,"Pgi is required for glycolytic flux from G6P to F6P, eventually producing pyruvate. Î”pgi reroutes carbon through PPP.",,,,,,Deletion of pgi and zwf was found to eliminate catabolite repression as well as the ability of E. coli to consume glucose for biomass formation,,
CrtE,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,MEDIUM,Shortcut edge retained for BUILDER compact-topology option.,,,,,,The crtE gene was responsible for the observed difference in lycopene production,,
CrtB,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,MEDIUM,Shortcut edge retained for BUILDER compact-topology option.,,,,,,phytoene synthase (CrtB),,
IspA,GENE,Lycopene_Titer,PHENOTYPE,activation,pathway_shortcut,LOW,Shortcut edge retained; IspA OE moderately increases lycopene via FPP supply but is less impactful than dxs/idi.,,,,,,"four E. coli genes (dxs, dxr, ispA, and idi) were cloned into a mid-copy plasmid and overexpressed",,
Idi,GENE,IPP,METABOLITE,activation,enzymatic,HIGH,Idi bidirectional isomerisation maintains IPP pool; effectively +1 on IPP whenever DMAPP>IPP.,,,,,,isopentenyl-diphosphate isomerase (IDI) catalyzes the isomerization of IPP to DMAPP,,
FabI_stress,GENE,Lycopene_Titer,PHENOTYPE,inhibition,competing_sink,LOW,Fatty acid biosynthesis competes for acetyl-CoA; downregulation of fab genes preserves MVA substrate.,,,,,,acetyl-CoA and MVA,,
BamB,GENE,Lycopene_Titer,PHENOTYPE,inhibition,outer_membrane_integrity,LOW,BamB is a BAM complex component; deletion destabilises OM and enhances carotenoid efflux.,,,,,,"Deletion of lpp, bamB, uspE, and yggE...82% higher astaxanthin yield",,
AccABCD,GENE,Acetyl_CoA,METABOLITE,inhibition,competing_sink,LOW,Acetyl-CoA carboxylase (AccABCD) converts acetyl-CoA to malonyl-CoA for fatty-acid biosynthesis; OE competes with MVA upper pathway but paradoxically increases Î²-carotene in some membrane contexts.,,,,,,Deletion of nlpI and tolR; overexpression of AccABCD and PlsBC...61% increase in Î²-carotene,,
YggE,GENE,Lycopene_Titer,PHENOTYPE,inhibition,stress_response,LOW,YggE (stress-induced protein) deletion improves carotenoid accumulation.,,,,,,"Deletion of lpp, bamB, uspE, and yggE...82% higher astaxanthin yield",,
UspE,GENE,Lycopene_Titer,PHENOTYPE,inhibition,stress_response,LOW,UspE is a universal stress protein; deletion increases carotenoid yield.,,,,,,"Deletion of lpp, bamB, uspE, and yggE...82% higher astaxanthin yield",,
Edd,GENE,G3P,METABOLITE,activation,enzymatic,HIGH,"Edd (6-phosphogluconate dehydratase) dehydrates 6PG to KDPG, then Eda cleaves to G3P + pyruvate, matching DXS 1:1 stoichiometry.",,,,,,The ED pathway is a shortcut for G3P and pyruvate generation. It produces the two MEP precursors in equal amounts via a four-step reaction from G6P.,,
Edd,GENE,Pyruvate,METABOLITE,activation,enzymatic,HIGH,Edd contribution to pyruvate pool via the ED pathway shortcut.,,,,,,The ED pathway is a shortcut for G3P and pyruvate generation. It produces the two MEP precursors in equal amounts via a four-step reaction from G6P.,,
Eda,GENE,G3P,METABOLITE,activation,enzymatic,HIGH,"Eda (KDPG aldolase) cleaves KDPG into G3P and pyruvate, completing the ED shortcut that feeds MEP precursors 1:1.",,,,,,The ED pathway is a shortcut for G3P and pyruvate generation. It produces the two MEP precursors in equal amounts via a four-step reaction from G6P.,,
Eda,GENE,Pyruvate,METABOLITE,activation,enzymatic,HIGH,Eda produces pyruvate alongside G3P; balanced 1:1 output uniquely matches DXS stoichiometry.,,,,,,The ED pathway is a shortcut for G3P and pyruvate generation. It produces the two MEP precursors in equal amounts via a four-step reaction from G6P.,,
Gnd,GENE,NADPH,METABOLITE,activation,enzymatic,MEDIUM,Gnd (6-phosphogluconate dehydrogenase) supplies NADPH via PPP oxidative branch; NADPH is consumed by IspC/IspG/IspH/CrtI downstream.,,,,,,knockout of the gnd gene (6-phosphogluconate dehydrogenase) in the Delta-pgi background significantly decreased neurosporene production,,
KatE,GENE,Lycopene_Titer,PHENOTYPE,activation,protection,MEDIUM,KatE (HPII catalase) scavenges H2O2; OE protects lycopene from oxidative degradation and elevates measurable titer.,,,,,,katE was decreased twofold in MG1655* and overexpression of katE increased measurable lycopene in MG1655*,,
SodA,GENE,Lycopene_Titer,PHENOTYPE,activation,protection,MEDIUM,SodA (Mn-SOD) converts O2- to H2O2; upregulation lowers superoxide-mediated lycopene loss.,,,,,,"a 1.5-fold increase was observed for the manganese-dependent superoxide dismutase, SodA",,
Lycopene_Titer,PHENOTYPE,ROS,METABOLITE,inhibition,feedback,HIGH,Lycopene is an efficient singlet-oxygen quencher (kq ~31e9 M-1 s-1); accumulated lycopene quenches ROS and is partially consumed.,,,,,,"Lycopene is a potent antioxidant... The chromogenic conjugated double bonds of lycopene are readily oxidized, leading to loss of the characteristic red color",,
ROS,METABOLITE,Lycopene_Titer,PHENOTYPE,inhibition,degradation,HIGH,"ROS (H2O2, O2-, 1O2) oxidatively degrade lycopene; high intracellular ROS lowers measurable titer independently of biosynthesis flux. Bongers 2015 reinterprets Alper 2005's RpoS effect as largely ROS-mediated pigment loss, not MEP-flux change.",,,,,,"Lycopene is a potent antioxidant... The chromogenic conjugated double bonds of lycopene are readily oxidized, leading to loss of the characteristic red color",,
DgkA,GENE,Lycopene_Titer,PHENOTYPE,activation,membrane_storage,MEDIUM,"DgkA expands the glycerophospholipid pool; with Plsb/Plsc, enlarges the hydrophobic sink that sequesters lycopene.",,,,,,"Plsb (glycerol-3-phosphate-acyltransferase), Plsc (1-acylglycerol-3-phosphate-acyltransferase), and Dgka (diacylglycerol kinase) are the key enzymes of the diglyceride-3-phosphate synthesis pathway",,
Almgs,GENE,Plsb,GENE,activation,synergy,MEDIUM,Almgs cooperates with Plsb/Plsc OE; combined strain reaches 1.32x specific lycopene and 73.2% membrane localisation (vs 55.4% parent).,,,,,,"The strain LYC101-37Almgs(pPlsb-plsc) had a more pronounced increase of lycopene production which reached 216.3 mg/L lycopene with a specific production of 37.7 mg/g DCW at 48 h, and 358.9 mg/L lycopene with 36.4 mg/g DCW at 96 h",,
GPP,METABOLITE,MVK,GENE,inhibition,feedback,MEDIUM,"GPP feedback-inhibits MVK, a downstream-product throttle on upstream MVA flux.",,,,,,"MKs are subject to feedback inhibition by lycopene biosynthesis intermediates, such as geranyldiphosphate (GPP), farnesyldiphosphate (FPP), and geranylgeranyldiphosphate (GGPP)",,
FPP,METABOLITE,MVK,GENE,inhibition,feedback,MEDIUM,"FPP feedback-inhibits MVK, limiting MVA throughput when sesquiterpene precursors accumulate.",,,,,,"MKs are subject to feedback inhibition by lycopene biosynthesis intermediates, such as geranyldiphosphate (GPP), farnesyldiphosphate (FPP), and geranylgeranyldiphosphate (GGPP)",,
GGPP,METABOLITE,MVK,GENE,inhibition,feedback,MEDIUM,GGPP feedback-inhibits MVK; with GPP/FPP triggers throughput limits when carotenoid precursors build up.,,,,,,"MKs are subject to feedback inhibition by lycopene biosynthesis intermediates, such as geranyldiphosphate (GPP), farnesyldiphosphate (FPP), and geranylgeranyldiphosphate (GGPP)",,
GPP,METABOLITE,Lycopene_Titer,PHENOTYPE,inhibition,metabolite_toxicity,MEDIUM,Excess GPP is cytotoxic to E. coli; in MVA-overexpressing strains this reduces biomass and total titer.,,,,,,"Excessive midstream module flux harmed lycopene accumulation and cell growth, which could be due to the downstream module's limited capacity or the potential cytotoxicity of accumulated intermediate metabolites like GPP and FPP",,
FPP,METABOLITE,Lycopene_Titer,PHENOTYPE,inhibition,metabolite_toxicity,MEDIUM,"FPP accumulation causes host growth penalty; balanced expression (lower copy, weaker RBS) relieves toxicity and raises titer.",,,,,,"Excessive midstream module flux harmed lycopene accumulation and cell growth, which could be due to the downstream module's limited capacity or the potential cytotoxicity of accumulated intermediate metabolites like GPP and FPP",,
Plasmid_Copy_Number,ENVIRONMENT,MVK,GENE,activation,expression,MEDIUM,Plasmid copy (p15A vs pSC101) sets MVK abundance; lower copy lowers intermediate toxicity.,,,,,,"As the replication origin of the midstream module changed from p15A to pSC101 with reducing the copy number, lycopene production further improved",,
Plasmid_Copy_Number,ENVIRONMENT,Idi,GENE,activation,expression,MEDIUM,Plasmid copy controls Idi abundance; stronger IDI expression consistently improves lycopene (Cheng 2022).,,,,,,IDI activity appeared to be critical for a high lycopene pathway... all the strains showed stronger TIR of RBS-IDI,,
Dxs,GENE,G3P,METABOLITE,inhibition,competing_substrate,MEDIUM,"Dxs consumes G3P + pyruvate into DXP; strong Dxs OE depletes G3P. Wang 2009 MAGE finds balanced (not maximal) RBS tuning for dxs/idi/ispD/ispE/ispF gives the >5x optimum, implying an optimum not monotonic activation.",,,,,,applied MAGE to optimize the 1-deoxy-D-xylulose-5-phosphate biosynthesis pathway in E. coli to overproduce lycopene... isolated variants with more than fivefold increase in lycopene production within 3 days,,
Dxs,GENE,Pyruvate,METABOLITE,inhibition,competing_substrate,MEDIUM,Dxs is a substrate consumer of pyruvate; at high expression it competes with pyruvate kinase/Ppc-directed flux.,,,,,,applied MAGE to optimize the 1-deoxy-D-xylulose-5-phosphate biosynthesis pathway in E. coli to overproduce lycopene... isolated variants with more than fivefold increase in lycopene production within 3 days,,
AtoB,GENE,Mevalonate,METABOLITE,activation,enzymatic,HIGH,"AtoB (MvaE upper) condenses 2 acetyl-CoA to acetoacetyl-CoA, the committed MVA step; ortholog choice (E. saccharolyticus > E. faecalis) adds ~2x titer when paired with S. cerevisiae lower MVA.",,,,,,"pSCS3-pLYC produced 77 mg/l lycopene, 8.6-fold higher than pSTV28-pLYC control and 97% higher than pSNA-pLYC",,
Pps,GENE,G3P,METABOLITE,activation,flux_redirection,MEDIUM,"PpsA (PEP synthase) recycles pyruvate back to PEP, shifting the G3P:pyruvate ratio toward G3P (via lower glycolysis loop); Farmer & Liao 2000 identify this as a dominant flux control for MEP.",,,,,,"the distribution between pyruvate and glyceraldehyde 3-phosphate (G3P), the originating precursors of the isoprenoid pathway, is a major factor that can limit isoprenoid production yields in E. coli, with alterations in the central metabolism that redirect flux from pyruvate back to G3P enhance lycopene production",,
Xylose,ENVIRONMENT,Pyruvate,METABOLITE,activation,metabolic,MEDIUM,Xylose is catabolised via xylose isomerase -> Xu5P -> PPP -> G3P + pyruvate; as a non-PTS sugar it can bypass glucose-mediated catabolite repression.,,,,,,"Xylose is another viable carbon source that feeds glycolysis via xylose isomerase and xylulokinase, supplying pyruvate and G3P to the MEP pathway",,
Xylose,ENVIRONMENT,G3P,METABOLITE,activation,metabolic,MEDIUM,Xylose supplies G3P through the PPP/glycolysis convergence; relevant for T057 which tests xylose carbon source.,,,,,,"Xylose is another viable carbon source that feeds glycolysis via xylose isomerase and xylulokinase, supplying pyruvate and G3P to the MEP pathway",,
