source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
Light,ENVIRONMENT,SbLHY,GENE,activation,photoperiodic,MEDIUM,Dawn light activates LHY morning expression alongside CCA1 in the core oscillator. Light entrainment is a canonical clock input.,,,,,,"LHY, CCA1, TOC1 (circadian oscillator)...entrained by light-dark cycles.",,
SbCCA1,GENE,SbPRR37,GENE,repression,transcriptional,MEDIUM,Morning-phased CCA1/LHY MYB TFs repress evening-phased genes including PRR37; canonical across Arabidopsis and grass oscillators. Conservation inferred for sorghum from the clock-gated bimodal SbPRR37 expression (Murphy 2011).,,,,,,circadian clock modulates SbPRR37 expression under...free-running conditions.,,
SbID1,GENE,SbEhd1,GENE,activation,transcriptional,HIGH,"SbID1 (maize ID1 / rice Ehd2 ortholog) activates SbEhd1 expression. In rice, Ehd2 up-regulates Ehd1 under both SD and LD; ehd2 mutants show 145-365 day flowering delays.",,,,,,"Ehd2 up-regulates the transcription of Ehd1 and of the downstream FT-like genes, Hd3a and RFT1, under both SD and LD conditions.",,
SbPhyB,GENE,Ethylene,HORMONE,repression,hormonal_gate,HIGH,PhyB represses ethylene biosynthesis in shoots; the phyB-null cv 58M overproduces ethylene ~10-fold compared to PHYB cv 100M. Part of the shade-avoidance / photoperiod response linking light perception to ethylene levels.,,,,,,"cv 58M grossly overproduced ethylene, with peak values about 10 times higher than cv 100M.",,
SbPhyB,GENE,SbELF3,GENE,repression,post-translational,LOW,"PhyB inactivates ELF3 post-translationally; in rice, OsPhyB inactivates OsELF3 through post-translational modifications in response to light, thereby attenuating Evening Complex repression on Ghd7/PRR37 in LD.",,,,,,OsPhyB inactivates OsELF3 through post-translational modifications in response to light.,,
SbFD1,GENE,SbAP1,GENE,activation,transcriptional,MEDIUM,"FD bZIP TF acts with the florigen-FD-14-3-3 FAC complex to activate AP1 at the shoot apical meristem, triggering floral meristem identity. Canonical module conserved from Arabidopsis FD.",,,,,,FT together with FD and 14-3-3 proteins forms the florigen activation complex (FAC) that activates AP1 and SOC1 to initiate floral transition.,,
SbFD1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,SbFD1 is a required component of the florigen activation complex; loss of FD in Arabidopsis/rice abolishes florigen output even when FT is present. Promotes flowering.,,,,,,"SbFT1 directly interacts with SbFD1 in Y2H/BiFC assays...SOC1, LFY, AP1 are activated by the florigen-FD-14-3-3 complex.",,
Sb14-3-3,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,Sb14-3-3 is a required scaffold of the florigen activation complex (binds all three florigens). Loss of 14-3-3 function breaks FAC assembly and delays flowering.,,,,,,SbFT8 and SbFT10 directly interact with Sb14-3-3...florigen activation complex (FAC).,,
SbSBP4,GENE,SbSOC1,GENE,activation,transcriptional,LOW,SPL/SBP TFs directly activate SOC1 expression at the meristem (age-pathway convergence with photoperiod pathway). Conserved from Arabidopsis SPL9 → SOC1 and maize ZmSPL targets.,,,,,,"SbSBP19, SbSBP4, SbSBP7 are targeted by miR156h...SPL TFs act as regulators of floral initiation via SOC1/AP1 in the age pathway.",,
SbELF3,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,SbELF3 promotes flowering by repressing Ghd7 and PRR37 (relieving florigen repression). Rice oself3 mutants flower earlier than WT under LD; sorghum SbELF3 inferred analogous.,,,,,,oself3-1 mutant flowers earlier than wild-type...OsELF3-1 suppresses Ghd7 to indirectly accelerate flowering under LD.,,
