source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
GRF,GENE,GIF1,GENE,activation,protein-protein,HIGH,GRF-GIF complex drives cell proliferation,,,,,,GRF-GIF duo recruits SWI2/SNF2 complexes activating target genes,,
miR396,REGULATORY_RNA,GRF,GENE,repression,post-transcriptional,HIGH,"microRNA-mediated cleavage of GRF1-4, GRF7-9 mRNAs",,,,,,"miR396 targets and induces cleavage of AtGRF mRNA (AtGRF1-4, AtGRF7-9)",,
GRF,GENE,Cell_Proliferation,PROCESS,activation,transcriptional,HIGH,GROWTH-REGULATING FACTOR drives proliferation,,,,,,overexpression of GRF1 and GRF2 in Arabidopsis resulted in larger leaves and increased seed weight and seed size,,
GIF1,GENE,Seed_Size,PHENOTYPE,activation,transcriptional,HIGH,GIF1 positively regulates seed size,,,,,,gif1 mutants small seeds; 35S:GIF1 produces larger seeds,,
TPS1,GENE,T6P,METABOLITE,activation,biosynthesis,HIGH,trehalose-6-phosphate synthase,,,,,,Tre6P synthesis by TPS1 is essential for embryogenesis,,
T6P,METABOLITE,SnRK1,GENE,inhibition,allosteric,HIGH,T6P inhibits SnRK1 kinase activity,,,,,,Tre6P acts via inhibition of SUCROSE-NON-FERMENTING1-RELATED KINASE1,,
SnRK1,GENE,TOR,GENE,inhibition,energy sensing antagonism,HIGH,SnRK1 and TOR are antagonistic kinases,,,,,,SnRK1 and TOR antagonistic: TOR activity inhibited under energy-limiting conditions,,
TPS1,GENE,Seed_maturation,PROCESS,activation,metabolic signaling,HIGH,T6P drives seed filling and maturation,,,,,,"tps1-1 mutants show embryos failing to complete embryogenesis, arrested at torpedo stage",,
Sucrose,METABOLITE,T6P,METABOLITE,activation,metabolic,HIGH,sucrose is substrate and signal for T6P synthesis,,,,,,T6P is a signal of Suc status,,
T6P,METABOLITE,Sucrose,METABOLITE,inhibition,metabolic feedback,HIGH,negative feedback on Suc levels,,,,,,Tre6P is also a negative feedback regulator of Suc levels,,
Seed_maturation,PROCESS,Seed_Size,PHENOTYPE,activation,developmental,HIGH,completion of seed filling determines final seed mass,,,,,,seed maturation drives seed size and mass,,
TOP1Î±,GENE,TTG2,GENE,repression,chromatin,HIGH,DNA topoisomerase maintains condensed chromatin at TTG2 locus in antipodal cells,,,,,,TOP1Î± binds TTG2 promoter; top1Î±-10 R-loop accumulation and ectopic TTG2 in antipodal cells,,
UPF1,GENE,TTG2,GENE,repression,chromatin,HIGH,nuclear UPF1 helicase cooperates with TOP1Î±,,,,,,CoIP confirms TOP1Î±-UPF1 interaction; upf1-1 shows ectopic antipodal TTG2,,
SEEDSTICK,GENE,E2Fa,GENE,activation,transcriptional,HIGH,MADS-box TF directly activates E2Fa transcription,,,,,,SEEDSTICK Controls Seed Size via Direct Activation of E2Fa,,
E2Fa,GENE,Cell_Proliferation,PROCESS,activation,cell cycle,HIGH,E2F TF activates S-phase cell cycle genes,,,,,,STK controls cell cycle progression in seed coat through positive regulation of E2Fa,,
SEEDSTICK,GENE,Integument_Growth,PROCESS,activation,transcriptional,HIGH,MADS TF promotes integument divisions early,,,,,,STK acts as maternal activator of growth in earlier phases of seed development,,
SEEDSTICK,GENE,Seed_coat_structure,PROCESS,activation,transcriptional,HIGH,MADS controls pectin methylesterase activity and cell wall,,,,,,STK controls pectin methylesterase activity and pectin maturation,,
TT16,GENE,Integument_Growth,PROCESS,activation,transcriptional,HIGH,MADS TF promotes sub-dermal integument cell layer formation,,,,,,STK and TT16 promote sub-dermal integument cell layers; tt16 stk lack these layers,,
ARF2,GENE,SEEDSTICK,GENE,repression,transcriptional,MEDIUM,auxin signaling represses STK during ovule development,,,,,,"Genetic Interaction of SEEDSTICK, GORDITA and AUXIN RESPONSE FACTOR 2 during seed development",,
TT8,GENE,Endosperm_Proliferation,PROCESS,activation,transcriptional,MEDIUM,bHLH TF regulates triploid seed development maternally,,,,,,TT8 TF controls triploid seed development maternally,,
TTG2,GENE,Tannin_synthesis,PROCESS,activation,transcriptional,HIGH,WRKY TF activates proanthocyanidin pathway,,,,,,TTG2 regulates many steps of tannin synthesis,,
TTG2,GENE,Seed_coat_structure,PROCESS,activation,transcriptional,HIGH,WRKY TF affects cell wall extensibility via tannin,,,,,,mutations in TTG2 may reduce elongation ability of cell wall,,
Seed_coat_structure,PROCESS,Seed_Size,PHENOTYPE,activation,developmental,HIGH,seed coat strength/elasticity constrains final seed volume,,,,,,seed coat lignification and structure constrain final seed size,,
Ovule_size,PROCESS,Seed_Size,PHENOTYPE,activation,developmental,HIGH,larger ovules â†’ larger fertilized seeds,,,,,,Increase in cell number in ovule integuments leads to increase in ovule size and seed size,,
Cell_Proliferation,PROCESS,Integument_Growth,PROCESS,activation,developmental,HIGH,cell proliferation drives integument expansion,,,,,,ANT activity increases cell proliferation in integuments,,
Cell_Proliferation_Duration,PROCESS,Integument_Growth,PROCESS,activation,developmental,HIGH,longer proliferation period â†’ more integument cells,,,,,,AGG3 extends proliferation period yielding larger organs,,
MPK3,GENE,DA1,GENE,inhibition,phosphorylation,MEDIUM,MAPK phosphorylation destabilizes DA1,,,,,,"phosphorylation of MPK3/6 inactivates DA1, making it unstable",,
MPK6,GENE,DA1,GENE,inhibition,phosphorylation,MEDIUM,MAPK phosphorylation destabilizes DA1,,,,,,MPK3/6 inactivate DA1,,
EIN2,GENE,Endosperm_Proliferation,PROCESS,inhibition,ethylene signaling,MEDIUM,maternal EIN2 in endosperm limits cellularization timing,,,,,,maternal EIN2 expression in endosperm affects cellularization and seed size,,
Cell_Proliferation,PROCESS,Ovule_size,PROCESS,activation,developmental,HIGH,cell proliferation increases ovule cell number,,,,,,ckx3 ckx5 mutant gynoecia contained twice as many ovules,,
VAL1,GENE,LEC1,GENE,repression,transcriptional (chromatin),HIGH,VAL1 B3 repressor silences LEC1 via PKL chromatin remodeling,,,,,,val1 val2 double mutants show strong upregulation of LEC1 transcript levels,,
VAL2,GENE,LEC1,GENE,repression,transcriptional (chromatin),HIGH,VAL2 B3 repressor silences LEC1 redundantly with VAL1,,,,,,val1 val2 double mutants show strong upregulation of LEC1,,
VAL1,GENE,LEC2,GENE,repression,transcriptional (chromatin),HIGH,VAL1 silences LEC2 in seedlings,,,,,,LEC2 transcripts strongly up-regulated in the val1 val2 mutant seedlings,,
VAL2,GENE,LEC2,GENE,repression,transcriptional (chromatin),HIGH,VAL2 silences LEC2 redundantly,,,,,,LEC2 strongly up-regulated in val1 val2,,
VAL1,GENE,FUS3,GENE,repression,transcriptional (chromatin),HIGH,VAL1 silences FUS3 via chromatin repression,,,,,,FUS3 shows elevated expression in val1 val2 seedlings,,
VAL2,GENE,FUS3,GENE,repression,transcriptional (chromatin),HIGH,VAL2 silences FUS3 redundantly,,,,,,FUS3 elevated in val1 val2 seedlings,,
VAL1,GENE,ABI3,GENE,repression,transcriptional (chromatin),HIGH,VAL1 silences ABI3 via chromatin,,,,,,abi3 mutations partially suppress val1 val2 phenotype; ABI3 upregulated in val1 val2 seedlings,,
VAL2,GENE,ABI3,GENE,repression,transcriptional (chromatin),HIGH,VAL2 silences ABI3 redundantly,,,,,,ABI3 upregulated in val1 val2 seedlings,,
FUS3,GENE,LEC2,GENE,activation,transcriptional feedback,HIGH,FUS3 maintains LEC2 expression,,,,,,Both FUS3 and LEC2 are absolutely required for maintenance of activated state,,
PKL,GENE,LEC1,GENE,repression,chromatin remodeling,HIGH,PICKLE CHD3 chromatin remodeler directly represses LEC1,,,,,,"PKL binds the LEC1, LEC2, and FUS3 genes in seedlings to directly repress their expression",,
PKL,GENE,LEC2,GENE,repression,chromatin remodeling,HIGH,PKL directly represses LEC2,,,,,,"PKL binds LEC1, LEC2, FUS3 genes to directly repress expression",,
PKL,GENE,FUS3,GENE,repression,chromatin remodeling,HIGH,PKL directly represses FUS3,,,,,,PKL represses FUS3 via chromatin remodeling,,
VAL1,GENE,PKL,GENE,activation,protein-protein + recruitment,HIGH,VAL1 physically interacts with PKL and recruits it to LAFL loci,,,,,,VAL1 and VAL2 physically interact with PKL in vivo and promote efficient PKL recruitment at thousands of target genes,,
VAL2,GENE,PKL,GENE,activation,protein-protein + recruitment,HIGH,VAL2 recruits PKL redundantly,,,,,,VAL2 interacts with PKL and recruits it to target genes,,
ARF2,GENE,GRF5,GENE,repression,transcriptional (direct ChIP),HIGH,ARF2 binds GRF5 promoter (4-fold ChIP enrichment),,,,,,ARF2 binds to a conserved region in the GRF5 promoter and represses its expression,,
ARF2,GENE,GRF1,GENE,repression,transcriptional,MEDIUM,"ARF2 represses GRF family broadly, complementary to miR396",,,,,,ARF2 represses GRF TFs complementary to miR396 which represses GRF1-4,,
TCP4,GENE,miR396,REGULATORY_RNA,activation,transcriptional,HIGH,TCP4 activates MIR396b,,,,,,"MIR396b is induced in leaves by TCP4, a transcription factor involved in repression of cell proliferation",,
E2Fc,GENE,miR396,REGULATORY_RNA,activation,transcriptional,MEDIUM,E2Fc TF activates miR396,,,,,,"E2Fc transcription factor acts upstream of AtMIR396, activating its expression",,
WUS,GENE,Cell_Proliferation,PROCESS,activation,transcriptional (stem cell niche),HIGH,WUSCHEL promotes stem cell proliferation,,,,,,WUSCHEL has a central function in maintaining meristem stem cells; da1-1 produces larger SAMs with increased stem cell population,,
Cytokinin,HORMONE,DA1,GENE,inhibition,post-translational,HIGH,CK reduces DA1 protein accumulation without affecting mRNA,,,,,,Exogenous application of 6-BA significantly reduced GFP-DA1 protein abundance while 6-BA did not affect mRNA levels,,
TCP15,GENE,RBR,GENE,activation,transcriptional,HIGH,TCP15 binds RBR promoter to activate expression,,,,,,TCP15 binds directly to the promoter regions of RBR and CYCA2;3 genes and promotes their expression,,
TCP15,GENE,CYCA2;3,GENE,activation,transcriptional,HIGH,TCP15 binds CYCA2;3 promoter,,,,,,TCP15 binds promoter regions of RBR and CYCA2;3 and promotes their expression,,
TCP14,GENE,Cell_Proliferation,PROCESS,activation,transcriptional,HIGH,TCP14 positively affects cell proliferation,,,,,,Single and double mutants in TCP14/15 show decreased expression of cell cycle genes,,
ULT1,GENE,TCP14,GENE,activation,H3K4me3 chromatin antagonism of DA1,MEDIUM,ULT1 trxG protein antagonizes DA1 cleavage of TCP14/15,,,,,,ULT1 interacts with TCP14/15 to antagonize LIM peptidase DA1 for H3K4me3 on target genes,,
SEUSS,GENE,Ovule_size,PROCESS,activation,transcriptional adaptor,HIGH,SEUSS required for ovule initiation in synergy with ANT,,,,,,seu ant double mutants lack ovules completely; complete loss of ovule primordia initiation,,
SEUSS,GENE,PHB,GENE,activation,transcriptional support,HIGH,SEUSS supports PHB expression in gynoecium,,,,,,SEU and ANT support the expression or accumulation of PHB; PHB levels reduced to 12% of wild type in seu ant,,
ANT,GENE,PHB,GENE,activation,transcriptional support,HIGH,ANT activates PHB synergistically with SEUSS,,,,,,PHB reduced in ant-1 gynoecia,,
SEUSS,GENE,REV,GENE,activation,transcriptional,HIGH,SEUSS activates REV in gynoecium,,,,,,REV levels displayed highly significant reductions in ant-1 and seu-3 ant-1 genotypes,,
ANT,GENE,REV,GENE,activation,transcriptional,HIGH,ANT activates REV with SEUSS,,,,,,REV reduced in ant-1 gynoecia,,
BPC1,GENE,SEEDSTICK,GENE,activation,DNA binding (GA box),HIGH,BPC1 binds STK regulatory region and induces conformational changes,,,,,,BASIC PENTACYSTEINE1 GA Binding Protein induces conformational changes in the regulatory region of the homeotic gene SEEDSTICK,,
AGAMOUS,GENE,SEEDSTICK,GENE,activation,MADS quartet,MEDIUM,AG/SHP/SEP/STK MADS quartet maintains ovule identity,,,,,,Ovules specified by MADS-box quartets consisting of SEPALLATA proteins AG and AG homologs such as STK and SHP1/SHP2,,
SEP3,GENE,SEEDSTICK,GENE,activation,MADS quartet cofactor,HIGH,SEP3 required for STK multimeric complex formation,,,,,,STK AG SHP1 SHP2 form multimeric complexes requiring SEP MADS-box proteins,,
SEEDSTICK,GENE,SHP1,GENE,activation,transcriptional feedback,MEDIUM,STK induces SHP1 when ectopically expressed,,,,,,"35S:STK induces ectopic SHP1, SHP2, AG, and SEP3 expression",,
miR156,REGULATORY_RNA,miR172,REGULATORY_RNA,repression,via SPL derepression (sequential timing),MEDIUM,miR156 represses SPLs which activate miR172; sequential action,,,,,,sequential action of miR156 and miR172 regulates developmental timing,,
ABI4,GENE,ABI5,GENE,activation,transcriptional,HIGH,ABI4 induces ABI5 transcription in ABA response,,,,,,constitutive expression of ABI4 resulted in ABA-inducible ABI3 expression and hyperinduction of ABI5,,
ABI4,GENE,ABI3,GENE,activation,transcriptional (ABA-dependent),HIGH,ABI4 activates ABI3 in ABA response,,,,,,ABI3 expression is induced by ABA in ABI4c lines,,
ABI4,GENE,ABI4,GENE,activation,autoactivation feedback,HIGH,ABI4 is central activator of its own gene,,,,,,ABI4 acts as central transcription activator of expression of its own gene,,
ABI3,GENE,ABI4,GENE,activation,transcriptional,HIGH,ABI3 positively regulates ABI4,,,,,,ABI4 expression is reduced in abi1-1 and abi3-1 seeds,,
ABI4,GENE,Storage_reserves,PROCESS,activation,transcriptional (LEA genes),HIGH,ABI4 required for full expression of AtEm1/AtEm6 LEA proteins,,,,,,ABI4 required for AtEm1 and AtEm6 to be fully expressed; loss of ABI4 reduces dry seed transcript levels of AtEm6,,
HSI2,GENE,AGL15,GENE,repression,transcriptional silencing,MEDIUM,HSI2/VAL1 silences AGL15 during seed-to-seedling transition,,,,,,HSI2/VAL1 Silences AGL15 to Regulate the Developmental Transition from Seed Maturation to Vegetative Growth,,
RAP2.6L,GENE,KLUH,GENE,activation,transcriptional,MEDIUM,AMP1 pathway acts through RAP2.6L to promote KLU/CYP78A5/7 pathway activity,,,,,,"AMP1 acts through the AP2 transcription factor RAP2.6L; RAP2.6L upregulated in cyp78a5,7 mutant",,
