source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
CKX2,GENE,Cytokinin,HORMONE,inhibition,,MEDIUM,CKX2 degrades cytokinin,,,,,,CKX2 catalyzes degradation of cytokinins,,
CKX3,GENE,Cytokinin,HORMONE,inhibition,,MEDIUM,CKX3 (cytokinin oxidase 3) degrades cytokinins; feedback-induced by CK itself,,,,,,"Cytokinin degradation is mediated by the cytokinin oxidases, encoded by the CYTOKININ OXIDASE (CKX) gene family; the expression of several CKX genes is induced by cytokinin, providing a feedback mechanism to dampen cytokinin function",,
CKX5,GENE,Cytokinin,HORMONE,inhibition,,MEDIUM,cytokinin oxidase in placentas,,,,,,CKX5 localizes to placentas; ckx3 ckx5 shows twice as many ovules,,
CKX9,GENE,Cytokinin,HORMONE,inhibition,,MEDIUM,CK upregulates and polarizes PIN1,,,,,,CK treatment also results in the polarization of PIN1 24 h after the application,,
CLE,PROTEIN_COMPLEX,CLV1,GENE,activation,,MEDIUM,CLE3 peptide (pericycle) diffuses apoplastically and binds CLV1 receptor on phloem companion cells [Edge represents composite family; evidence drawn from curated E211 (CLE3->CLV1).],,,,,,CLE peptides are hypothesized to be secreted from pericycle cells and transported through the apoplastic continuum to reach CLV1 in companion cells,,
CLV1,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,CLV1 phloem companion-cell receptor transduces CLE3 signal to repress LR emergence under low N,,,,,,clv1 mutants showed progressive outgrowth of lateral root primordia into lateral roots under N-deficient conditions,,
CO,GENE,FT,GENE,activation,,MEDIUM,CO binds directly to CORE cis-elements in FT promoter; CO-NF-Y complex brings distal NF-Y binding sites to proximal CORE via chromatin looping,,,,,,CO binds to the cis-element referred to as CO Responsive Element (CORE) in the FT promoter,,
COP1_SPA,GENE,BBX21,GENE,inhibition,,MEDIUM,COP1 ubiquitinates BBX21 for degradation.,,,,,,BBX21 is targeted for 26S proteasome-mediated degradation in darkness in a COP1-dependent manner,,
COP1_SPA,GENE,BBX25,GENE,inhibition,,MEDIUM,"COP1 degrades BBX25, removing the HY5 antagonist in light (JUDGE S010).",,,,,,BBX25 undergoes COP1-mediated degradation via 26S Proteasome Pathway,,
COP1_SPA,GENE,BIN2,GENE,inhibition,,MEDIUM,COP1 promotes BIN2 degradation in response to light (double-lock on BR signaling output).,,,,,,COP1 directly interacts with BIN2 in vitro and in vivo; presence of COP1/SPA reduces BIN2-PIF3 interaction,,
COP1_SPA,GENE,HFR1,GENE,inhibition,,MEDIUM,COP1 targets HFR1 for degradation in the dark.,,,,,,COP1 targets HFR1 for degradation,,
COP1_SPA,GENE,HSFA1D,GENE,activation,,MEDIUM,"COP1 positively regulates HSFA1d stability in darkness, contributing to PIF4 stabilization pathway (JUDGE S003).",,,,,,COP1 facilitates warm temperature-triggered HSFA1d nuclear localization by suppressing BIN2-mediated HSFA1d phosphorylation,,
COP1_SPA,GENE,HY5,GENE,inhibition,,MEDIUM,COP1-SPA1 ubiquitinates HY5 for proteasomal degradation in the dark.,,,,,,"COP1 targets different photomorphogenesis-promoting transcription factors for degradation in the dark, among them HY5",,
COP1_SPA,GENE,HYH,GENE,inhibition,,MEDIUM,"COP1 ubiquitinates HYH for degradation, parallel to HY5 (JUDGE S010).",,,,,,COP1-SPA complex interacts with and promotes ubiquitination and degradation of HY5/HYH,,
CPD,GENE,Brassinosteroid,HORMONE,activation,,MEDIUM,CPD (CYP90A1) catalyzes 23-alpha hydroxylation in BR biosynthesis; cpd null mutants are severe dwarfs (JUDGE S007).,,,,,,CPD is defective in the 23Î±-hydroxylation step,,
CRY1,GENE,BBX11,GENE,activation,,MEDIUM,CRY1 induces BBX11 expression in blue light (JUDGE S004).,,,,,,BBX11 expression significantly decreased in cry1-304 mutant under blue light,,
CRY1,GENE,COP1_SPA,GENE,inhibition,,MEDIUM,Photoactivated CRY1 binds COP1/SPA1 and disrupts the complex.,,,,,,light-dependent suppression of protein degradation via CRY-SPA1/COP1 pathway,,
CRY1,GENE,PIF4,GENE,inhibition,,MEDIUM,Blue-light-activated CRY1 interacts with PIF4 and reduces its activity.,,,,,,blue light-activated CRY1 directly interacts with PIF4 and represses PIF4 transcriptional activity,,
CRY1,GENE,PIF7,GENE,inhibition,,MEDIUM,CRY1 interacts with PIF7 and limits its nuclear function.,,,,,,PIF7 works downstream of both phyB and cry1,,
CRY2,GENE,COP1_SPA,GENE,inhibition,,MEDIUM,Photoactivated CRY2 binds COP1 to release HY5 from degradation.,,,,,,COP1 interacts directly or indirectly with cryptochromes,,
CTR1,GENE,EIN2,GENE,inhibition,,MEDIUM,"CTR1 phosphorylates the EIN2 C-terminal domain, inhibiting EIN2 cleavage.",,,,,,active CTR1 phosphorylates EIN2 to suppress signaling,,
CYP707A,GENE,ABA,HORMONE,inhibition,,MEDIUM,8'-hydroxylase inactivates ABA,,,,,,CYP707A catalyses ABA catabolism,,
Cell_Proliferation,PROCESS,Ovule_size,PROCESS,activation,,MEDIUM,cell proliferation increases ovule cell number,,,,,,ckx3 ckx5 mutant gynoecia contained twice as many ovules,,
Cell_Proliferation_Duration,PROCESS,Integument_Growth,PROCESS,activation,,MEDIUM,longer proliferation period ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢ more integument cells,,,,,,AGG3 extends proliferation period yielding larger organs,,
Cold,ENVIRONMENT,VIN3,GENE,activation,,MEDIUM,Prolonged cold progressively induces VIN3 transcription,,,,,,"The most direct link between measurement of the duration of cold and the output of vernalization response is the induction of VIN3 expression, which is tightly linked to prolonged cold exposure",,
Cold_Vernalization,ENVIRONMENT,VIN3,GENE,activation,,MEDIUM,Extended cold exposure progressively induces VIN3 transcription via unknown cold sensors,,,,,,"VIN3 mRNA is present at very low abundance during growth at warm temperatures, with expression increasing progressively during a vernalization treatment",,
Cytokinin,HORMONE,AHK,PROTEIN_COMPLEX,activation,,MEDIUM,Cytokinin binds AHK2 histidine kinase receptor [Edge represents composite family; evidence drawn from curated E078 (Cytokinin->AHK2).],,,,,,"cytokinin biosynthesis enzyme IPT, degrading enzyme CKX, and signaling components AHK, ARR, and AHP6, are involved in LRs",,
Cytokinin,HORMONE,AHK3,GENE,activation,,MEDIUM,CK binds AHK3 receptor,,,,,,"[AHK2, AHK3, and AHK4] as cytokinin receptors",,
Cytokinin,HORMONE,ARR1,GENE,activation,,MEDIUM,Cytokinin two-component signalling activates B-type ARR1 transcription factor,,,,,,,,
Cytokinin,HORMONE,BRC1,GENE,inhibition,,MEDIUM,CK increases PIN3-GFP accumulation at basal plasma membrane by ~30%,,,,,,BA treatment increased PIN3-GFP on basal plasma membrane by ~30%,,
Cytokinin,HORMONE,CKX3,GENE,activation,,MEDIUM,Cytokinin induces CKX3 transcription as homeostatic feedback,,,,,,"the expression of several CKX genes is induced by cytokinin, providing a feedback mechanism to dampen cytokinin function",,
Cytokinin,HORMONE,DA1,GENE,inhibition,,MEDIUM,CK reduces DA1 protein accumulation without affecting mRNA,,,,,,Exogenous application of 6-BA significantly reduced GFP-DA1 protein abundance while 6-BA did not affect mRNA levels,,
Cytokinin,HORMONE,Endosperm_Proliferation,PROCESS,inhibition,,MEDIUM,high CK in endosperm limits growth; CKX-mediated CK degradation is required for expansion,,,,,,cytokinin signaling is involved in the IKU pathway (high CK reduces growth),,
Cytokinin,HORMONE,Ovule_size,PROCESS,activation,,MEDIUM,CK extends cell proliferation in gynoecium placenta,,,,,,ckx3 ckx5 mutant gynoecia contained almost twice as many ovules,,
Cytokinin,HORMONE,PIN1,GENE,activation,,MEDIUM,"Cytokinin signalling acts upstream of STM, completing a positive feedback loop.",,,,,,,,
Cytokinin,HORMONE,PIN3,GENE,activation,,MEDIUM,CK increases PIN7-GFP accumulation at basal membrane,,,,,,BA treatment increased PIN7-GFP by ~15%,,
Cytokinin,HORMONE,Shoot_Branching,PHENOTYPE,activation,,MEDIUM,CK promotes bud outgrowth independently and via BRC1 repression,,,,,,"Strigolactone inhibits bud outgrowth, whereas CK promotes it",,
D14,GENE,D14,GENE,inhibition,,MEDIUM,D14 hydrolyzes SL and self-degrades after perception (Motif 6),,,,,,ARR1 promotes expression of TIE1 and TIE2 by directly binding to their promoters; binding intensity increased following cytokinin treatment,,
D14,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,D14 strigolactone receptor mediates SL-dependent LR inhibition,,,,,,"Significant decrease in LR length with rac-GR24 addition was seen in Col-0 and d14-1, but not kai2-2",,
D14,GENE,MAX2,GENE,activation,,MEDIUM,SL-activated D14 interacts with MAX2 F-box as part of SCF complex targeting SMXLs,,,,,,"The catalytic triad of DAD2/D14 is required for hydrolysis of SLs, which can trigger interaction between DAD2 and MAX2 in petunia",,
D14,GENE,SMXL678,PROTEIN_COMPLEX,inhibition,,MEDIUM,Activated D14 targets SMXL678 for ubiquitination (Perception Gate co-inhibitor 1),,,,,,D14 deactivates bioactive SLs by hydrolytic degradation,,
D27,GENE,Strigolactone,HORMONE,activation,,MEDIUM,D14 directly targets SMXL7 for ubiquitination,,,,,,SMXL7-YFP was not degraded after rac-GR24 treatment in d14 backgrounds,,
DA1,GENE,DA2,GENE,inhibition,,MEDIUM,DA1 peptidase cleaves DA2 (negative feedback on activating E3 ligase),,,,,,DA1 peptidase cleaves and destabilizes its activating E3 ligases DA2 and BB as part of negative feedback,,
DA1,GENE,EOD1,GENE,inhibition,,MEDIUM,DA1 peptidase cleaves EOD1/BB,,,,,,DA1 peptidase cleaves and destabilizes BIG BROTHER/EOD1 in a negative feedback loop,,
DA1,GENE,Integument_Growth,PROCESS,inhibition,,MEDIUM,DA1 restricts cell proliferation in maternal integuments,,,,,,DA1 acts maternally to affect seed growth by restricting cell proliferation in the integuments,,
DA1,GENE,UBP15,GENE,inhibition,,MEDIUM,DA1 peptidase cleaves UBP15 after ubiquitylation,,,,,,DA1 physically associates with UBP15 in vitro and in vivo and modulates the stability of UBP15,,
DA2,GENE,DA1,GENE,activation,,MEDIUM,DA2 E3 ligase ubiquitylates and activates DA1 peptidase,,,,,,DA2 and BB E3 ligases ubiquitylate DA1 to activate its peptidase function,,
DA2,GENE,Integument_Growth,PROCESS,inhibition,,MEDIUM,DA2 RING E3 ligase restricts integument cell proliferation,,,,,,DA2 acts synergistically with DA1 to restrict cell proliferation in maternal integuments,,
DAO1,GENE,Auxin,HORMONE,inhibition,,MEDIUM,DAO1 dioxygenase oxidizes IAA to inactive oxIAA,,,,,,AtDAO1 oxidize endogenous auxin,,
DELLA,PROTEIN_COMPLEX,ANT,GENE,activation,,MEDIUM,GAI (DELLA) directly activates ANT transcription during ovule development (ChIP-Seq),,,,,,GAI could trigger ANT induction during ovule development; ChIP-Seq identified putative GAI-binding sites upstream of ANT,,
DELLA,PROTEIN_COMPLEX,ARF6,GENE,inhibition,,MEDIUM,DELLA proteins physically bind ARF6/7/8 and block their DNA binding.,,,,,,DELLA proteins inhibit DNA binding activities of ARF6,,
DELLA,PROTEIN_COMPLEX,ARF6_7_8,PROTEIN_COMPLEX,inhibition,,MEDIUM,"DELLA RGA binds ARF6, inhibiting auxin-driven elongation gene expression",,,,,,"Under low GA conditions, BES1, BZR1, PIF4, and ARF6 are inhibited by DELLAs",,
DELLA,PROTEIN_COMPLEX,BZR1,GENE,inhibition,,MEDIUM,DELLA directly binds BZR1 and inhibits BZR1-DNA binding.,,,,,,DELLA proteins inhibit DNA binding activities of BZR1,,
DELLA,PROTEIN_COMPLEX,BZR_BES,PROTEIN_COMPLEX,inhibition,,MEDIUM,"DELLA RGA binds BZR1 to prevent BZR1 DNA binding, integrating GA and BR signaling at target genes",,,,,,"Under low GA conditions, BES1, BZR1, PIF4, and ARF6 are inhibited by DELLAs",,
DELLA,PROTEIN_COMPLEX,CO,GENE,inhibition,,MEDIUM,DELLA binds the CCT domain of CO to inhibit FT induction,,,,,,"RGA and GAI bind CCT domain of CO, inhibiting FT induction",,
DELLA,PROTEIN_COMPLEX,Hypocotyl_Length,PHENOTYPE,inhibition,,MEDIUM,"DELLA proteins repress elongation by sequestering PIF3/PIF4, BZR1, ARF6 and by direct target repression.",,,,,,GA-deficient mutants are extreme dwarfs with much reduced hypocotyl lengths,,
DELLA,PROTEIN_COMPLEX,LFY,GENE,repression,,MEDIUM,"DELLA inhibits LFY transcription, counteracting GA induction",,,,,,"GA-deficient ga1-3 mutants fail to flower when grown under short days, with inability to upregulate LFY",,
DELLA,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,DELLA represses LR development under low-K,,,,,,Gibberellin signaling mediates lateral root inhibition in response to K+-deprivation,,
DELLA,PROTEIN_COMPLEX,PIF3,GENE,inhibition,,MEDIUM,DELLA directly binds PIF3 and prevents its DNA binding.,,,,,,"DELLA proteins directly interact with PIF3 and PIF4, inactivating their function",,
DELLA,PROTEIN_COMPLEX,PIF4,GENE,inhibition,,MEDIUM,DELLA proteins physically bind PIF4 and block DNA binding,,,,,,"DELLA proteins physically interact with...PIF4...After interacting with DELLA proteins, PIF4 cannot bind to DNA",,
DELLA,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,inhibition,,MEDIUM,"DELLA RGA physically interacts with PIF4 and prevents it from binding target promoters, limiting PIF4-driven growth genes",,,,,,DELLA proteins directly bind to PIF4 and prevent its transcriptional activity; PIF4 overexpression partially rescues the dwarf phenotypes of ga1 and gai-1,,
DELLA,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,inhibition,,MEDIUM,DELLA protein RGA represses cell elongation in stem; rga loss-of-function rescues ga1-3 dwarf phenotype; RGA is the principal DELLA limiting vegetative growth,,,,,,Removing both RGA and GAI functions in the ga1-3 background completely rescues vegetative growth and floral initiation,,
DELLA,PROTEIN_COMPLEX,SOC1,GENE,repression,,MEDIUM,"DELLA represses SOC1 via multiple routes (SPL binding, GAF1 coactivation of repressors, BRM interaction)",,,,,,SOC1 integrates the GA-mediated flowering-time signal,,
DELLA,PROTEIN_COMPLEX,SPL9,GENE,inhibition,,MEDIUM,"DELLA proteins (RGA, GAI) directly bind SPL9 and interfere with SPL9 transcriptional activity",,,,,,DELLA directly binds to microRNA156 (miR156)-targeted SQUAMOSA PROMOTER BINDING-LIKE (SPL) transcription factors; the interaction between DELLA and SPL interferes with SPL transcriptional activity.,,
DET1,GENE,PIF3,GENE,activation,,MEDIUM,DET1 stabilizes PIF3 protein in darkness via CUL4-DDB1-DET1 complex action.,,,,,,DET1 was shown to positively regulate PIF3 at the transcriptional level,,
DET1,GENE,PIF4,GENE,activation,,MEDIUM,DET1 stabilizes PIF4 protein in darkness.,,,,,,all four PIF-Myc proteins decayed significantly more rapidly in det1-1 than in wild-type background,,
DET1,GENE,PIF5,GENE,activation,,MEDIUM,DET1 stabilizes PIF5 protein in darkness.,,,,,,all four PIF-Myc proteins decayed significantly more rapidly in det1-1,,
DET2,GENE,Brassinosteroid,HORMONE,activation,,MEDIUM,DET2 is a 5Î±-reductase required for BR biosynthesis.,,,,,,DET2 catalyzes early step in brassinosteroid biosynthesis pathway,,
DPA4,GENE,Integument_Growth,PROCESS,repression,,MEDIUM,NGATHA-like TF redundantly represses with SOD7,,,,,,DPA4 and SOD7 redundantly restrict seed size,,
DWF4,GENE,Brassinosteroid,HORMONE,activation,,MEDIUM,"DWF4/CYP90B1 catalyzes C-22 hydroxylation, a rate-limiting step in BR biosynthesis.",,,,,,DWF4 plays a role in brassinosteroid biosynthesis,,
Decapitation,ENVIRONMENT,Auxin,HORMONE,inhibition,,MEDIUM,BRC1-dependent activation of ABI1 (PP2C ABA receptor partner) in dormant buds; among 26 ABA-related BRC1-dependent genes,,,,,,"ABA, including ABI1, ABF3, AFP1, AFP3, NAC019, NAC092, and NAP",,
Decapitation,ENVIRONMENT,BRC1,GENE,inhibition,,MEDIUM,BRC1-dependent ABA-related gene; AFP3 (ABI Five-binding Protein 3) upregulated in dormant brc1-dependent buds,,,,,,"The largest group comprised 26 genes related to ABA, including ABI1, ABF3, AFP1, AFP3, NAC019, NAC092, and NAP",,
Decapitation,ENVIRONMENT,IPT,GENE,activation,,MEDIUM,BRC1-dependent ABA-related gene; AFP1 (ABI Five-binding Protein 1) upregulated in dormant buds vs active buds in BRC1-dependent manner,,,,,,"The largest group comprised 26 genes related to ABA, including the ABA synthesis gene NCED3, HIS1-3, and the transcription factors ABI1, ABF3, AFP1, AFP3, NAC019, NAC092, and NAP",,
Decapitation,ENVIRONMENT,Strigolactone,HORMONE,inhibition,,MEDIUM,"BRC1 lowers the basal (non-polar) rate of auxin efflux from buds; in Arabidopsis BRC1 does not directly transcriptionally target PIN3 (unlike cucumber), instead acting on broader efflux machinery and via auxin conjugation through GH3.5.",,,,,,BRC1 downregulates the basal rate of auxin efflux in buds.,,
Decapitation,ENVIRONMENT,Sucrose,METABOLITE,activation,,MEDIUM,Removing shoot tip rapidly enhances sugar availability to axillary buds,,,,,,Removing the shoot tip rapidly enhances sugar availability to axillary buds,,
E2FA,GENE,Cell_Proliferation,PROCESS,activation,,MEDIUM,E2F TF activates S-phase cell cycle genes,,,,,,STK controls cell cycle progression in seed coat through positive regulation of E2Fa,,
EC,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,inhibition,,MEDIUM,ELF3 is part of evening complex that binds PIF4 promoter to repress its transcription at dusk; also directly interacts with PIF4 protein,,,,,,"ELF3, ELF4 and LUX are required for the proper expression of the growth-promoting transcription factors PHYTOCHROME-INTERACTING FACTOR 4 (PIF4) and PIF5 under diurnal conditions",,
EIN2,GENE,EIN3,GENE,activation,,MEDIUM,Uncleaved/cleaved EIN2 C-terminus stabilizes EIN3 by inhibiting EBF1/EBF2 F-box proteins.,,,,,,Ethylene-induced stabilization of EIN3 requires EIN2,,
EIN2,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,EIN2 required for ethylene-mediated LR inhibition,,,,,,etr1-3 and ein2-5 have increased numbers of lateral roots,,
EIN3,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,,MEDIUM,"In darkness, EIN3 stabilization shortens hypocotyl (triple response); ein3 loss restores elongation under ACC.",,,,,,EIN3 overexpression shows ethylene hypersensitivity (short hypocotyl in dark),,
EIN3,GENE,PIF3,GENE,activation,,MEDIUM,EIN3 and PIF3 cooperatively induce elongation genes in dark; EIN3 stabilizes PIF3 protein.,,,,,,ethylene induces the transcription of PIF3 through EIN3,,
EIN3,GENE,Plant_Height,PHENOTYPE,inhibition,,MEDIUM,EIN3 propagates ethylene growth-inhibitory signal; EIN3 OE reduces stem elongation,,,,,,ein2 and ein3 mutants are ethylene-insensitive and have slightly shortened hypocotyls in light,,
ELF3_EC,PROTEIN_COMPLEX,GI,GENE,inhibition,,MEDIUM,ELF3 (and the Evening Complex) represses GI transcription at dusk; ELF3_EC inactivation at warm temperature de-represses GI (JUDGE S002).,,,,,,Loss of ELF3 resulted in increased GI transcript levels; ELF3 represses GI transcription,,
ELF3_EC,PROTEIN_COMPLEX,PIF4,GENE,inhibition,,MEDIUM,Evening Complex directly represses PIF4 transcription by binding its promoter at dusk.,,,,,,LUX targets the complex to promoters of PIF4 and PIF5 in vivo,,
ELF3_EC,PROTEIN_COMPLEX,PIF5,GENE,inhibition,,MEDIUM,Evening Complex directly represses PIF5 transcription.,,,,,,Evening Complex regulates PIF5 and PIF4 expression through recruitment by LUX,,
EOD1,GENE,DA1,GENE,activation,,MEDIUM,EOD1/BB E3 ligase ubiquitylates and activates DA1 peptidase,,,,,,BB/EOD1 E3 ligase activates DA1 via monoubiquitylation,,
EOD1,GENE,Integument_Growth,PROCESS,inhibition,,MEDIUM,EOD1/BB RING E3 ligase restricts cell proliferation,,,,,,EOD1/BB and DA1 act synergistically to restrict cell proliferation,,
ETR1,GENE,CTR1,GENE,activation,,MEDIUM,"ETR1 activates CTR1 kinase in the absence of ethylene, maintaining the off-state of ethylene signaling",,,,,,ER membrane-located ethylene receptors such as ETHYLENE RESPONSE 1 (ETR1) interact with and activate the Ser/Thr kinase CONSTITUTIVE RESPONSE 1 (CTR1),,
Endosperm_Proliferation,PROCESS,Seed_Size,PHENOTYPE,activation,,MEDIUM,endosperm cavity volume determines final seed size,,,,,,major endosperm/seed growth phase is driven by expansion of coenocytic endosperm; conditions final size of embryo,,
Ethylene,HORMONE,CTR1,GENE,inhibition,,MEDIUM,Ethylene binding to ETR1 receptors inhibits CTR1 kinase activity.,,,,,,ethylene receptors bind ethylene and inactivate CTR1,,
Ethylene,HORMONE,EIN2,GENE,activation,,MEDIUM,Ethylene perception via ETR1 activates EIN2,,,,,,"Mutations that block ethylene responses, etr1-3 and ein2-5, enhance root formation",,
Ethylene,HORMONE,ETR1,GENE,inhibition,,MEDIUM,"Ethylene binds ETR1 ER receptor and inactivates it; in the absence of ethylene, ETR1 is active and activates CTR1",,,,,,"In the absence of ethylene, ER membrane-located ethylene receptors such as ETHYLENE RESPONSE 1 (ETR1) interact with and activate the Ser/Thr kinase CONSTITUTIVE RESPONSE 1 (CTR1); upon binding of ethylene to the receptors, the activities of both receptors and CTR1 are repressed",,
FCA,GENE,FLC,GENE,repression,,MEDIUM,FCA autonomous-pathway RBP represses FLC,,,,,,FLC is also negatively regulated by the autonomous pathway,,
FCA,GENE,SVP,GENE,repression,,MEDIUM,FCA represses SVP; SVP expression is elevated in fca mutants,,,,,,SVP functions downstream from FCA and FVE within the thermosensory pathway and mediates temperature signaling,,
FD,GENE,AP1,GENE,activation,,MEDIUM,FD (with FT) activates AP1 at the shoot apex; FD is a bZIP transcription factor,,,,,,"FT associates with FD via 14-3-3 growth response factors to activate flowering genes (SOC1, FUL, AP1)",,
FD,GENE,SOC1,GENE,activation,,MEDIUM,FD-FT complex activates SOC1 at the shoot apical meristem,,,,,,"FT-FD: AP1, SOC1, FUL (transcriptional activation complex)",,
FHY1,GENE,HFR1,GENE,activation,,MEDIUM,"FHY1 transmits phyA signal to HFR1 induction, providing far-red-specific HFR1 accumulation that brakes PIF4 (JUDGE S008).",,,,,,N-terminal regions of FHY1 and FHL interact with HFR1 in vitro,,
FHY3,GENE,SMXL678,PROTEIN_COMPLEX,activation,,MEDIUM,FHY3 directly binds SMXL6/7 promoters to activate transcription (Motif 3 path 1),,,,,,,,
FHY3,GENE,SPL9,GENE,inhibition,,MEDIUM,FHY3 inhibits SPL9 DNA-binding (Motif 3 path 2),,,,,,expression levels of AtDRM1s were reduced within 24 h after decapitation,,
FIE,GENE,PRC2,PROTEIN_COMPLEX,activation,,MEDIUM,FIE is WD40 core subunit of PRC2 complex,,,,,,FIE is a core component of the FIS-Polycomb group complex,,
FIS2,GENE,PRC2,PROTEIN_COMPLEX,activation,,MEDIUM,FIS2 is Su(z)12-like subunit of PRC2,,,,,,FIS2 is Su(z)12-like component of FIS-PRC2 complex,,
FKF1,GENE,CDF1,GENE,inhibition,,MEDIUM,"FKF1 forms SCF(FKF1) E3 ligase complex with ASK1, ASK2, CUL1 and targets CDF1 for ubiquitin-mediated degradation in late afternoon",,,,,,"FKF1 regulates CO by degrading its repressor, CDF1",,
FKF1,GENE,CO,GENE,activation,,MEDIUM,"FKF1 binds CO through LOV domain in blue-light-enhanced manner; prevents COP1 homodimer formation, stabilizing CO in LD afternoon",,,,,,FKF1 binds to CO through the LOV domain in a blue light-enhanced manner and stabilizes CO specifically in the LD afternoon,,
FKF1,GENE,FT,GENE,activation,,MEDIUM,FKF1 phase advance in warm night conditions advances FT induction,,,,,,WN caused a 4h advance in FKF1 expression so that the transcript reached a peak at ZT8 that was 2.5-fold higher than control,,
FLC,GENE,FT,GENE,repression,,MEDIUM,FLC-SVP heterodimer binds first intron of FT and represses transcription,,,,,,"SVP-FLC, SVP-FLM, FLC-FLM heterodimers bind to the first intron of FT",,
FLC,GENE,SOC1,GENE,repression,,MEDIUM,FLC binds SOC1 promoter and represses it; cdf1235 mutation relieves this to increase SOC1,,,,,,"FT, SUPPRESSOR OF OVEREXPRESSION OF CONSTANS 1 (SOC1) and FRUITFULL (FUL)",,
FLD,GENE,FLC,GENE,repression,,MEDIUM,FLD autonomous-pathway H3K4 demethylase represses FLC,,,,,,Mutations in autonomous pathway genes result in high level of FLC expression,,
FLM,GENE,FT,GENE,inhibition,,MEDIUM,FLM (FLC-like MADS box) represses FT at low ambient temperature; FLM-SVP heterodimer is the active repressor,,,,,,FLM encodes a MADS-box protein closely related to FLC that represses flowering; flm mutants flower early,,
FLOWER_INT,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,inhibition,,MEDIUM,SOC1 promotes floral transition; reduces vegetative growth duration,,,,,,soc1 mutants flower late with more rosette leaves and produce taller inflorescences,,
FPA,GENE,FLC,GENE,repression,,MEDIUM,FPA autonomous-pathway RBP represses FLC,,,,,,FLC is also negatively regulated by the autonomous pathway,,
FRI,GENE,FLC,GENE,activation,,MEDIUM,FRI forms scaffold complex (FRI-C) with FRL1/FES1/SUF4/FLX to activate FLC via chromatin modifier recruitment,,,,,,FRI mainly acts to up-regulate FLC transcription and thus contributes to the vernalization requirement,,
FT,GENE,AP1,GENE,activation,,MEDIUM,FT-FD complex activates AP1 at the shoot apical meristem,,,,,,FT has the potential to interact with FD leading to activation of SOC1; FT-FD complex formation activates AP1,,
FT,GENE,BRC1,GENE,inhibition,,MEDIUM,FT promotes rosette branching,,,,,,High levels of FT promoting rosette branching; ft mutant has almost no rosette branches,,
FT,GENE,FD,GENE,activation,,MEDIUM,FT binds FD via 14-3-3 proteins to form the florigen activation complex,,,,,,FT associates with FD via 14-3-3 growth response factors to activate flowering genes,,
FT,GENE,FLOWER_INT,PROTEIN_COMPLEX,activation,,MEDIUM,FT-FD complex activates SOC1 at the shoot apex,,,,,,FT-FD activates SOC1 and AP1 in the shoot apex to induce floral transition,,
FT,GENE,FUL,GENE,activation,,MEDIUM,FT-FD complex induces FUL transcription at the SAM,,,,,,"FT induces expression of SOC1, FUL, and AP1 via FD complex",,
FT,GENE,Flowering_Time,PHENOTYPE,activation,,MEDIUM,FT florigen travels from leaves to shoot apex and forms FT-FD complex to initiate floral transition,,,,,,"CO binds to a proximal CO response element (CORE) in the promoter of FT, and interacts with the NF-Y-FE complex",,
FT,GENE,LFY,GENE,activation,,MEDIUM,FT (via FD) indirectly induces LFY; conditional FT knockdown fails to upregulate LFY,,,,,,FT was recruited to LFY e2 alone; ft mutants: Delayed flower formation; failed LFY upregulation in conditional knockdown,,
FT,GENE,SOC1,GENE,activation,,MEDIUM,FT protein interacts with FD to activate SOC1 at the shoot apex,,,,,,"SOC1 expression is up-regulated under long-day conditions by CONSTANS, in a process that to a large extent depends on the presence of the FT protein",,
FUL,GENE,AP1,GENE,activation,,MEDIUM,FUL cooperates with SOC1/AGL24 to upregulate floral identity genes,,,,,,"SOC1, AGL24 and FUL proteins physically interact via yeast-two-hybrid",,
FUS3,GENE,ABI3,GENE,activation,,MEDIUM,FUS3 promotes ABI3 protein abundance,,,,,,FUS3 and LEC1 regulate positively ABI3 protein abundance,,
FUS3,GENE,LEC2,GENE,activation,,MEDIUM,FUS3 maintains LEC2 expression,,,,,,Both FUS3 and LEC2 are absolutely required for maintenance of activated state,,
FUS3,GENE,Storage_reserves,PROCESS,activation,,MEDIUM,FUS3 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,,,,,,"LEC1, LEC2, FUS3 and ABI3 master regulators activate seed-storage protein and oil biosynthesis genes during maturation phase, driving reserve accumulation.",,
FVE,GENE,FLC,GENE,repression,,MEDIUM,FVE recruits HDA6 to FLC,,,,,,"HOS1 physically interacts with FVE, and FVE is essential for the binding of HOS1 to FLC chromatin",,
