network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Merged Arabidopsis,ME137,CRY1,GENE,PIF4,GENE,-1,inhibition,Blue-light-activated CRY1 interacts with PIF4 and reduces its activity.,1,10.14348/molcells.2016.0126
Merged Arabidopsis,ME138,CRY1,GENE,PIF7,GENE,-1,inhibition,CRY1 interacts with PIF7 and limits its nuclear function.,1,10.1038/s41467-022-32585-6
Merged Arabidopsis,ME139,CRY2,GENE,COP1_SPA,GENE,-1,inhibition,Photoactivated CRY2 binds COP1 to release HY5 from degradation.,1,10.1016/B978-0-12-801922-1.00007-5
Merged Arabidopsis,ME140,CTR1,GENE,EIN2,GENE,-1,inhibition,"CTR1 phosphorylates the EIN2 C-terminal domain, inhibiting EIN2 cleavage.",3,10.1007/s42994-021-00063-0; 10.1111/j.1365-313X.2008.03495.x; 10.1073/pnas.1214848109
Merged Arabidopsis,ME141,CYP707A,GENE,ABA,HORMONE,-1,inhibition,8'-hydroxylase inactivates ABA,1,10.1111/tpj.70096
Merged Arabidopsis,ME142,Cell_Proliferation,PROCESS,Ovule_size,PROCESS,1,activation,cell proliferation increases ovule cell number,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME143,Cell_Proliferation_Duration,PROCESS,Integument_Growth,PROCESS,1,activation,longer proliferation period Ã¢â€ â€™ more integument cells,1,10.4161/psb.21620
Merged Arabidopsis,ME144,Cold,ENVIRONMENT,VIN3,GENE,1,activation,Prolonged cold progressively induces VIN3 transcription,1,10.4161/psb.5.11.13465
Merged Arabidopsis,ME145,Cold_Vernalization,ENVIRONMENT,VIN3,GENE,1,activation,Extended cold exposure progressively induces VIN3 transcription via unknown cold sensors,1,10.1073/pnas.0606385103
Merged Arabidopsis,ME146,Cytokinin,HORMONE,AHK,PROTEIN_COMPLEX,1,activation,Cytokinin binds AHK2 histidine kinase receptor [Edge represents composite family; evidence drawn from curated E078 (Cytokinin->AHK2).],1,10.3390/ijms20030486
Merged Arabidopsis,ME147,Cytokinin,HORMONE,AHK3,GENE,1,activation,CK binds AHK3 receptor,1,10.1199/tab.0168
Merged Arabidopsis,ME148,Cytokinin,HORMONE,ARR1,GENE,1,activation,Cytokinin two-component signalling activates B-type ARR1 transcription factor,7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME149,Cytokinin,HORMONE,BRC1,GENE,-1,inhibition,CK increases PIN3-GFP accumulation at basal plasma membrane by ~30%,1,10.1104/pp.17.01691
Merged Arabidopsis,ME150,Cytokinin,HORMONE,CKX3,GENE,1,activation,Cytokinin induces CKX3 transcription as homeostatic feedback,1,10.1199/tab.0168
Merged Arabidopsis,ME151,Cytokinin,HORMONE,DA1,GENE,-1,inhibition,CK reduces DA1 protein accumulation without affecting mRNA,1,10.1038/s41467-024-48361-7
Merged Arabidopsis,ME152,Cytokinin,HORMONE,Endosperm_Proliferation,PROCESS,-1,inhibition,high CK in endosperm limits growth; CKX-mediated CK degradation is required for expansion,1,10.1073/pnas.1305175110
Merged Arabidopsis,ME153,Cytokinin,HORMONE,Ovule_size,PROCESS,1,activation,CK extends cell proliferation in gynoecium placenta,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME154,Cytokinin,HORMONE,PIN1,GENE,1,activation,"Cytokinin signalling acts upstream of STM, completing a positive feedback loop.",7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME155,Cytokinin,HORMONE,PIN3,GENE,1,activation,CK increases PIN7-GFP accumulation at basal membrane,1,10.1104/pp.17.01691
Merged Arabidopsis,ME156,Cytokinin,HORMONE,Shoot_Branching,PHENOTYPE,1,activation,CK promotes bud outgrowth independently and via BRC1 repression,8,10.1104/pp.109.135475; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME157,D14,GENE,D14,GENE,-1,inhibition,D14 hydrolyzes SL and self-degrades after perception (Motif 6),1,10.1126/sciadv.abn5057
Merged Arabidopsis,ME158,D14,GENE,Lateral_Root_Density,PHENOTYPE,-1,inhibition,D14 strigolactone receptor mediates SL-dependent LR inhibition,1,10.1111/ppl.13681
Merged Arabidopsis,ME159,D14,GENE,MAX2,GENE,1,activation,SL-activated D14 interacts with MAX2 F-box as part of SCF complex targeting SMXLs,1,10.1105/tpc.15.00605
Merged Arabidopsis,ME160,D14,GENE,SMXL678,PROTEIN_COMPLEX,-1,inhibition,Activated D14 targets SMXL678 for ubiquitination (Perception Gate co-inhibitor 1),1,10.1038/s41467-018-08124-7
Merged Arabidopsis,ME161,D27,GENE,Strigolactone,HORMONE,1,activation,D14 directly targets SMXL7 for ubiquitination,1,10.1105/tpc.15.00562
Merged Arabidopsis,ME162,DA1,GENE,DA2,GENE,-1,inhibition,DA1 peptidase cleaves DA2 (negative feedback on activating E3 ligase),1,10.1105/tpc.16.00118
Merged Arabidopsis,ME163,DA1,GENE,EOD1,GENE,-1,inhibition,DA1 peptidase cleaves EOD1/BB,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME164,DA1,GENE,Integument_Growth,PROCESS,-1,inhibition,DA1 restricts cell proliferation in maternal integuments,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME165,DA1,GENE,UBP15,GENE,-1,inhibition,DA1 peptidase cleaves UBP15 after ubiquitylation,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME166,DA2,GENE,DA1,GENE,1,activation,DA2 E3 ligase ubiquitylates and activates DA1 peptidase,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME167,DA2,GENE,Integument_Growth,PROCESS,-1,inhibition,DA2 RING E3 ligase restricts integument cell proliferation,1,10.1105/tpc.113.115063
Merged Arabidopsis,ME168,DAO1,GENE,Auxin,HORMONE,-1,inhibition,DAO1 dioxygenase oxidizes IAA to inactive oxIAA,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME169,DELLA,PROTEIN_COMPLEX,ANT,GENE,1,activation,GAI (DELLA) directly activates ANT transcription during ovule development (ChIP-Seq),1,10.1242/dev.201853
Merged Arabidopsis,ME170,DELLA,PROTEIN_COMPLEX,ARF6,GENE,-1,inhibition,DELLA proteins physically bind ARF6/7/8 and block their DNA binding.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME171,DELLA,PROTEIN_COMPLEX,ARF6_7_8,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA binds ARF6, inhibiting auxin-driven elongation gene expression",1,10.1105/tpc.19.00335
Merged Arabidopsis,ME172,DELLA,PROTEIN_COMPLEX,BZR1,GENE,-1,inhibition,DELLA directly binds BZR1 and inhibits BZR1-DNA binding.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME173,DELLA,PROTEIN_COMPLEX,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA binds BZR1 to prevent BZR1 DNA binding, integrating GA and BR signaling at target genes",1,10.1105/tpc.19.00335
Merged Arabidopsis,ME174,DELLA,PROTEIN_COMPLEX,CO,GENE,-1,inhibition,DELLA binds the CCT domain of CO to inhibit FT induction,1,10.3390/ijms22115716
Merged Arabidopsis,ME175,DELLA,PROTEIN_COMPLEX,Hypocotyl_Length,PHENOTYPE,-1,inhibition,"DELLA proteins repress elongation by sequestering PIF3/PIF4, BZR1, ARF6 and by direct target repression.",1,10.1199/tab.0103
Merged Arabidopsis,ME176,DELLA,PROTEIN_COMPLEX,LFY,GENE,-1,repression,"DELLA inhibits LFY transcription, counteracting GA induction",1,10.1105/tpc.106.042317
Merged Arabidopsis,ME177,DELLA,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,-1,inhibition,DELLA represses LR development under low-K,1,10.1111/j.1469-8137.2011.03723.x
Merged Arabidopsis,ME178,DELLA,PROTEIN_COMPLEX,PIF3,GENE,-1,inhibition,DELLA directly binds PIF3 and prevents its DNA binding.,1,10.1199/tab.0103
Merged Arabidopsis,ME179,DELLA,PROTEIN_COMPLEX,PIF4,GENE,-1,inhibition,DELLA proteins physically bind PIF4 and block DNA binding,2,10.3390/ijms19103196; 10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME180,DELLA,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,"DELLA RGA physically interacts with PIF4 and prevents it from binding target promoters, limiting PIF4-driven growth genes",1,10.1038/nature03543
Merged Arabidopsis,ME181,DELLA,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,-1,inhibition,DELLA protein RGA represses cell elongation in stem; rga loss-of-function rescues ga1-3 dwarf phenotype; RGA is the principal DELLA limiting vegetative growth,1,10.1199/tab.0103
Merged Arabidopsis,ME182,DELLA,PROTEIN_COMPLEX,SOC1,GENE,-1,repression,"DELLA represses SOC1 via multiple routes (SPL binding, GAF1 coactivation of repressors, BRM interaction)",1,10.1104/pp.112.202614
Merged Arabidopsis,ME183,DELLA,PROTEIN_COMPLEX,SPL9,GENE,-1,inhibition,"DELLA proteins (RGA, GAI) directly bind SPL9 and interfere with SPL9 transcriptional activity",3,10.1105/tpc.112.101014; 10.1105/tpc.112.101014; 10.1111/jipb.12818
Merged Arabidopsis,ME184,DET1,GENE,PIF3,GENE,1,activation,DET1 stabilizes PIF3 protein in darkness via CUL4-DDB1-DET1 complex action.,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME185,DET1,GENE,PIF4,GENE,1,activation,DET1 stabilizes PIF4 protein in darkness.,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME186,DET1,GENE,PIF5,GENE,1,activation,DET1 stabilizes PIF5 protein in darkness.,1,10.1105/tpc.114.130666
Merged Arabidopsis,ME187,DET2,GENE,Brassinosteroid,HORMONE,1,activation,DET2 is a 5α-reductase required for BR biosynthesis.,2,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703
Merged Arabidopsis,ME188,DPA4,GENE,Integument_Growth,PROCESS,-1,repression,NGATHA-like TF redundantly represses with SOD7,1,10.1038/s41438-019-0187-6
Merged Arabidopsis,ME189,DWF4,GENE,Brassinosteroid,HORMONE,1,activation,"DWF4/CYP90B1 catalyzes C-22 hydroxylation, a rate-limiting step in BR biosynthesis.",2,10.1016/j.pbi.2014.07.012; 10.1104/pp.113.217703
Merged Arabidopsis,ME190,Decapitation,ENVIRONMENT,Auxin,HORMONE,-1,inhibition,BRC1-dependent activation of ABI1 (PP2C ABA receptor partner) in dormant buds; among 26 ABA-related BRC1-dependent genes,1,10.4161/psb.27994
Merged Arabidopsis,ME191,Decapitation,ENVIRONMENT,BRC1,GENE,-1,inhibition,BRC1-dependent ABA-related gene; AFP3 (ABI Five-binding Protein 3) upregulated in dormant brc1-dependent buds,1,10.4161/psb.27994
Merged Arabidopsis,ME192,Decapitation,ENVIRONMENT,IPT,GENE,1,activation,BRC1-dependent ABA-related gene; AFP1 (ABI Five-binding Protein 1) upregulated in dormant buds vs active buds in BRC1-dependent manner,1,10.4161/psb.27994
Merged Arabidopsis,ME193,Decapitation,ENVIRONMENT,Strigolactone,HORMONE,-1,inhibition,"BRC1 lowers the basal (non-polar) rate of auxin efflux from buds; in Arabidopsis BRC1 does not directly transcriptionally target PIN3 (unlike cucumber), instead acting on broader efflux machinery and via auxin conjugation through GH3.5.",1,10.1371/journal.pbio.3003395
Merged Arabidopsis,ME194,Decapitation,ENVIRONMENT,Sucrose,METABOLITE,1,activation,Removing shoot tip rapidly enhances sugar availability to axillary buds,9,10.1104/pp.18.00519; 10.3389/fpls.2022.889045; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME195,E2FA,GENE,Cell_Proliferation,PROCESS,1,activation,E2F TF activates S-phase cell cycle genes,1,10.1104/pp.20.01267
Merged Arabidopsis,ME196,EC,PROTEIN_COMPLEX,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,ELF3 is part of evening complex that binds PIF4 promoter to repress its transcription at dusk; also directly interacts with PIF4 protein,1,10.1038/nature10182
Merged Arabidopsis,ME197,EIN2,GENE,EIN3,GENE,1,activation,Uncleaved/cleaved EIN2 C-terminus stabilizes EIN3 by inhibiting EBF1/EBF2 F-box proteins.,2,10.1105/tpc.110.076588; 10.1073/pnas.1214848109
Merged Arabidopsis,ME198,EIN2,GENE,Lateral_Root_Density,PHENOTYPE,-1,inhibition,EIN2 required for ethylene-mediated LR inhibition,1,10.1111/j.1365-313X.2008.03495.x
Merged Arabidopsis,ME199,EIN3,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,"In darkness, EIN3 stabilization shortens hypocotyl (triple response); ein3 loss restores elongation under ACC.",1,10.1105/tpc.110.076588
Merged Arabidopsis,ME200,EIN3,GENE,PIF3,GENE,1,activation,EIN3 and PIF3 cooperatively induce elongation genes in dark; EIN3 stabilizes PIF3 protein.,1,10.1007/s42994-021-00063-0
Merged Arabidopsis,ME201,EIN3,GENE,Plant_Height,PHENOTYPE,-1,inhibition,EIN3 propagates ethylene growth-inhibitory signal; EIN3 OE reduces stem elongation,1,10.3389/fpls.2017.00057
Merged Arabidopsis,ME202,ELF3_EC,PROTEIN_COMPLEX,GI,GENE,-1,inhibition,ELF3 (and the Evening Complex) represses GI transcription at dusk; ELF3_EC inactivation at warm temperature de-represses GI (JUDGE S002).,1,10.1016/j.xplc.2024.100833
Merged Arabidopsis,ME203,ELF3_EC,PROTEIN_COMPLEX,PIF4,GENE,-1,inhibition,Evening Complex directly represses PIF4 transcription by binding its promoter at dusk.,1,10.1038/nature10182
Merged Arabidopsis,ME204,ELF3_EC,PROTEIN_COMPLEX,PIF5,GENE,-1,inhibition,Evening Complex directly represses PIF5 transcription.,1,10.1038/nature10182
Merged Arabidopsis,ME205,EOD1,GENE,DA1,GENE,1,activation,EOD1/BB E3 ligase ubiquitylates and activates DA1 peptidase,1,10.1105/tpc.16.00118
Merged Arabidopsis,ME206,EOD1,GENE,Integument_Growth,PROCESS,-1,inhibition,EOD1/BB RING E3 ligase restricts cell proliferation,1,10.1105/tpc.114.122663
Merged Arabidopsis,ME207,ETR1,GENE,CTR1,GENE,1,activation,"ETR1 activates CTR1 kinase in the absence of ethylene, maintaining the off-state of ethylene signaling",1,10.1073/pnas.1214848109
Merged Arabidopsis,ME208,Endosperm_Proliferation,PROCESS,Seed_Size,PHENOTYPE,1,activation,endosperm cavity volume determines final seed size,1,10.3390/ijms241310666
Merged Arabidopsis,ME209,Ethylene,HORMONE,CTR1,GENE,-1,inhibition,Ethylene binding to ETR1 receptors inhibits CTR1 kinase activity.,1,10.1007/s42994-021-00063-0
Merged Arabidopsis,ME210,Ethylene,HORMONE,EIN2,GENE,1,activation,Ethylene perception via ETR1 activates EIN2,1,10.1111/j.1365-313X.2008.03495.x
Merged Arabidopsis,ME211,Ethylene,HORMONE,ETR1,GENE,-1,inhibition,"Ethylene binds ETR1 ER receptor and inactivates it; in the absence of ethylene, ETR1 is active and activates CTR1",1,10.1073/pnas.1214848109
Merged Arabidopsis,ME212,FCA,GENE,FLC,GENE,-1,repression,FCA autonomous-pathway RBP represses FLC,2,10.1534/genetics.104.036533; 10.1104/pp.19.01009
Merged Arabidopsis,ME213,FCA,GENE,SVP,GENE,-1,repression,FCA represses SVP; SVP expression is elevated in fca mutants,1,10.1101/gad.1518407
Merged Arabidopsis,ME214,FD,GENE,AP1,GENE,1,activation,FD (with FT) activates AP1 at the shoot apex; FD is a bZIP transcription factor,1,10.3390/ijms22115716
Merged Arabidopsis,ME215,FD,GENE,SOC1,GENE,1,activation,FD-FT complex activates SOC1 at the shoot apical meristem,1,10.3390/ijms22115716
Merged Arabidopsis,ME216,FHY1,GENE,HFR1,GENE,1,activation,"FHY1 transmits phyA signal to HFR1 induction, providing far-red-specific HFR1 accumulation that brakes PIF4 (JUDGE S008).",1,10.1105/tpc.109.067215
Merged Arabidopsis,ME217,FHY3,GENE,SMXL678,PROTEIN_COMPLEX,1,activation,FHY3 directly binds SMXL6/7 promoters to activate transcription (Motif 3 path 1),7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME218,FHY3,GENE,SPL9,GENE,-1,inhibition,FHY3 inhibits SPL9 DNA-binding (Motif 3 path 2),1,10.1104/pp.104.057984
Merged Arabidopsis,ME219,FIE,GENE,PRC2,PROTEIN_COMPLEX,1,activation,FIE is WD40 core subunit of PRC2 complex,1,10.1093/emboj/cdg444
Merged Arabidopsis,ME220,FIS2,GENE,PRC2,PROTEIN_COMPLEX,1,activation,FIS2 is Su(z)12-like subunit of PRC2,1,10.1073/pnas.96.8.4186
Merged Arabidopsis,ME221,FKF1,GENE,CDF1,GENE,-1,inhibition,"FKF1 forms SCF(FKF1) E3 ligase complex with ASK1, ASK2, CUL1 and targets CDF1 for ubiquitin-mediated degradation in late afternoon",3,10.1126/science.1146994; 10.1199/tab.0178; 10.1073/pnas.1415375111
Merged Arabidopsis,ME222,FKF1,GENE,CO,GENE,1,activation,"FKF1 binds CO through LOV domain in blue-light-enhanced manner; prevents COP1 homodimer formation, stabilizing CO in LD afternoon",2,10.1073/pnas.1415375111; 10.1199/tab.0178
Merged Arabidopsis,ME223,FKF1,GENE,FT,GENE,1,activation,FKF1 phase advance in warm night conditions advances FT induction,1,10.1093/jxb/ert487
Merged Arabidopsis,ME224,FLC,GENE,FT,GENE,-1,repression,FLC-SVP heterodimer binds first intron of FT and represses transcription,5,10.1016/j.xplc.2023.100552; 10.1105/tpc.108.063883; 10.1371/journal.pone.0116973; 10.1093/plphys/kiaf225; 10.1007/s12298-017-0458-3
Merged Arabidopsis,ME225,FLC,GENE,SOC1,GENE,-1,repression,FLC binds SOC1 promoter and represses it; cdf1235 mutation relieves this to increase SOC1,3,10.1111/tpj.12759; 10.1105/tpc.108.063883; 10.1104/pp.112.202614
Merged Arabidopsis,ME226,FLD,GENE,FLC,GENE,-1,repression,FLD autonomous-pathway H3K4 demethylase represses FLC,2,10.1199/tab.0171; 10.1104/pp.19.01009
Merged Arabidopsis,ME227,FLM,GENE,FT,GENE,-1,inhibition,FLM (FLC-like MADS box) represses FT at low ambient temperature; FLM-SVP heterodimer is the active repressor,1,10.1104/pp.126.1.122
Merged Arabidopsis,ME228,FLOWER_INT,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,-1,inhibition,SOC1 promotes floral transition; reduces vegetative growth duration,1,10.1093/jxb/erq098
Merged Arabidopsis,ME229,FPA,GENE,FLC,GENE,-1,repression,FPA autonomous-pathway RBP represses FLC,2,10.1534/genetics.104.036533; 10.1105/tpc.13.6.1427
Merged Arabidopsis,ME230,FRI,GENE,FLC,GENE,1,activation,FRI forms scaffold complex (FRI-C) with FRL1/FES1/SUF4/FLX to activate FLC via chromatin modifier recruitment,2,10.1199/tab.0171; 10.1105/tpc.12.6.885
Merged Arabidopsis,ME231,FT,GENE,AP1,GENE,1,activation,FT-FD complex activates AP1 at the shoot apical meristem,1,10.1371/journal.pone.0116973
Merged Arabidopsis,ME232,FT,GENE,BRC1,GENE,-1,inhibition,FT promotes rosette branching,1,10.1093/plphys/kiab586
Merged Arabidopsis,ME233,FT,GENE,FD,GENE,1,activation,FT binds FD via 14-3-3 proteins to form the florigen activation complex,2,10.3390/ijms22115716; 10.1038/s41586-025-09704-6
Merged Arabidopsis,ME234,FT,GENE,FLOWER_INT,PROTEIN_COMPLEX,1,activation,FT-FD complex activates SOC1 at the shoot apex,1,10.1093/jxb/erq098
Merged Arabidopsis,ME235,FT,GENE,FUL,GENE,1,activation,FT-FD complex induces FUL transcription at the SAM,1,10.3390/ijms22115716
Merged Arabidopsis,ME236,FT,GENE,Flowering_Time,PHENOTYPE,1,activation,FT florigen travels from leaves to shoot apex and forms FT-FD complex to initiate floral transition,4,10.1093/jxb/eraa057; 10.1105/tpc.108.063883; 10.3390/ijms22115716; 10.4161/psb.4.2.7558
Merged Arabidopsis,ME237,FT,GENE,LFY,GENE,1,activation,FT (via FD) indirectly induces LFY; conditional FT knockdown fails to upregulate LFY,1,10.1038/s41467-020-18782-1
Merged Arabidopsis,ME238,FT,GENE,SOC1,GENE,1,activation,FT protein interacts with FD to activate SOC1 at the shoot apex,1,10.1104/pp.112.202614
Merged Arabidopsis,ME239,FUL,GENE,AP1,GENE,1,activation,FUL cooperates with SOC1/AGL24 to upregulate floral identity genes,1,10.4161/psb.21552
Merged Arabidopsis,ME240,FUS3,GENE,ABI3,GENE,1,activation,FUS3 promotes ABI3 protein abundance,1,10.1105/tpc.9.8.1265
Merged Arabidopsis,ME241,FUS3,GENE,LEC2,GENE,1,activation,FUS3 maintains LEC2 expression,1,10.1104/pp.113.220988
Merged Arabidopsis,ME242,FUS3,GENE,Storage_reserves,PROCESS,1,activation,FUS3 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Merged Arabidopsis,ME243,FVE,GENE,FLC,GENE,-1,repression,FVE recruits HDA6 to FLC,2,10.4161/psb.27342; 10.1007/s10059-011-1022-6
Merged Arabidopsis,ME244,FVE,GENE,SVP,GENE,-1,repression,FVE represses SVP; SVP expression is elevated in fve mutants,1,10.1101/gad.1518407
Merged Arabidopsis,ME245,GA20OX1,GENE,GA4,HORMONE,1,activation,GA20ox1 catalyzes 20-oxidation of GA12 precursors toward bioactive GA4.,1,10.1199/tab.0103
Merged Arabidopsis,ME246,GA20OX1,GENE,Gibberellin,HORMONE,1,activation,GA20ox catalyzes the penultimate step in bioactive GA production,3,10.1199/tab.0103; 10.1073/pnas.95.15.9019; 10.1105/tpc.104.026690
Merged Arabidopsis,ME247,GA2OX,GENE,Gibberellin,HORMONE,-1,inhibition,GA2ox catabolizes bioactive GA to inactive forms,9,10.1199/tab.0103; 10.1105/tpc.104.026690; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME248,GA2OX1,GENE,GA4,HORMONE,-1,inhibition,"GA2ox1 2β-hydroxylates bioactive GAs, inactivating them.",1,10.1199/tab.0103
Merged Arabidopsis,ME249,GA3OX,GENE,Gibberellin,HORMONE,1,activation,GA 3-oxidase 1 (GA4) catalyzes the final step converting GA9/GA20 to bioactive GA4/GA1,2,10.1199/tab.0103; 10.1105/tpc.104.026690
Merged Arabidopsis,ME250,GA3OX1,GENE,GA4,HORMONE,1,activation,GA3ox1 catalyzes the final 3β-hydroxylation producing bioactive GA4.,1,10.1199/tab.0103
Merged Arabidopsis,ME251,GA4,HORMONE,GID1,PROTEIN_COMPLEX,1,activation,GA4 binds GID1 receptor; GA-GID1 complex recruits DELLA to SCF^SLY1 for ubiquitination.,1,10.1199/tab.0103
Merged Arabidopsis,ME252,GATA23,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,GATA23 specifies xylem pole pericycle founder cell identity,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME253,GH3,GENE,Auxin,HORMONE,-1,inhibition,GH3 acyl amidosynthetases conjugate IAA to amino acids (inactive),1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME254,GI,GENE,CDF1,GENE,-1,repression,GI forms complex with FKF1 that degrades CDFs in afternoon,1,10.1199/tab.0178
Merged Arabidopsis,ME255,GI,GENE,CO,GENE,1,activation,GI activates CO expression via FKF1-mediated degradation of CDF repressors; GI also partners with FKF1 to stabilize afternoon CO protein,1,10.1111/tpj.12759
Merged Arabidopsis,ME256,GI,GENE,FKF1,GENE,1,activation,GI physically binds FKF1 in a blue-light-dependent manner via FKF1 LOV domain; stabilizes FKF1 nuclear abundance,2,10.1126/science.1146994; 10.1073/pnas.1415375111
Merged Arabidopsis,ME257,GI,GENE,FT,GENE,1,activation,"GI binds FT promoter near SVP binding sites and neutralizes FT repressors SVP, TEM1, TEM2 by blocking their access, independently of CO",2,10.1073/pnas.1106771108; 10.1073/pnas.1415375111
Merged Arabidopsis,ME258,GI,GENE,PIF4,GENE,-1,inhibition,GI inhibits PIF4 activity establishing a negative feedback loop in thermomorphogenesis,1,10.1016/j.xplc.2024.100833
Merged Arabidopsis,ME259,GID1,PROTEIN_COMPLEX,DELLA,PROTEIN_COMPLEX,-1,inhibition,GID1-GA-DELLA complex recruits SCF-SLY1 E3 ligase that polyubiquitinates DELLA for 26S proteasome degradation,1,10.1199/tab.0103
Merged Arabidopsis,ME260,GIF1,GENE,Integument_Growth,PROCESS,1,activation,GIF1 acts as transcriptional co-activator with GRFs,1,10.1038/s41467-020-15603-3
Merged Arabidopsis,ME261,GIF1,GENE,Seed_Size,PHENOTYPE,1,activation,GIF1 (GRF-INTERACTING FACTOR 1) directly drives seed size as a SWI/SNF co-activator partner of GRF; gif1 mutants produce small seeds and 35S:GIF1 enlarges seeds,1,10.1038/s41467-020-15603-3
Merged Arabidopsis,ME262,GPA1,GENE,AGG3,GENE,1,activation,GPA1 GÃŽÂ± required for AGG3 heterotrimer function,1,10.4161/psb.21620
Merged Arabidopsis,ME263,GRF,GENE,Cell_Proliferation,PROCESS,1,activation,GROWTH-REGULATING FACTOR drives proliferation,1,10.5483/BMBRep.2019.52.4.051
Merged Arabidopsis,ME264,GRF,GENE,GIF1,GENE,1,activation,GRF-GIF heterodimer recruits SWI2/SNF2 chromatin remodelers to target genes driving cell proliferation,1,10.5483/BMBRep.2019.52.4.051
Merged Arabidopsis,ME265,Gibberellin,HORMONE,DELLA,PROTEIN_COMPLEX,-1,inhibition,GA-GID1 complex triggers DELLA ubiquitination and degradation,10,10.1111/j.1469-8137.2011.03723.x; 10.1242/dev.201853; 10.1111/jipb.12818; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME266,Gibberellin,HORMONE,GA20OX1,GENE,-1,inhibition,Bioactive GA feedback-represses GA20ox1 transcription via DELLA degradation; loss of DELLA derepresses GA biosynthesis feedback [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],1,10.1199/tab.0103
Merged Arabidopsis,ME267,Gibberellin,HORMONE,GA2OX,GENE,1,activation,"Bioactive GA upregulates GA2ox1 transcription, promoting its own catabolism (feedforward/homeostasis) [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",8,10.1199/tab.0103; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME268,Gibberellin,HORMONE,GA3OX,GENE,-1,inhibition,Bioactive GA feedback-represses GA3ox1 transcription via DELLA degradation [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],1,10.1199/tab.0103
Merged Arabidopsis,ME269,Gibberellin,HORMONE,GID1,PROTEIN_COMPLEX,1,activation,"Bioactive GA binds the GID1 receptor, enabling GID1 to interact with DELLA proteins",1,10.1199/tab.0103
Merged Arabidopsis,ME270,Gibberellin,HORMONE,MAX1,GENE,-1,inhibition,GA3/GA4 downregulate MAX1.2 SL biosynthesis gene (cross-hormone SL-GA antagonism),7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME271,HB21,GENE,NCED3,GENE,1,activation,HD-Zip I activates NCED3 (HB21 represents HB21/40/53),1,10.1038/s41467-020-15893-7
Merged Arabidopsis,ME272,HFR1,GENE,PIF4,GENE,-1,inhibition,"HFR1 heterodimerizes with PIF4, blocking its DNA binding.",1,10.14348/molcells.2016.0126
Merged Arabidopsis,ME273,HFR1,GENE,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,"HFR1 forms non-DNA-binding heterodimers with PIF4, blocking PIF4 DNA binding without degradation",1,10.1038/emboj.2009.306
